hierarchy;SIDC;fullpath;name;nameFR;icon-png;icon-svg
1.X.3.1.2.2.4.4;S*G*UUMMO-;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|SURVEILLANCE|METEOROLOGICAL;METEOROLOGICAL;MÉTÉOROLOGIQUE;1.X.3.1.2.2.4.4.png;1.X.3.1.2.2.4.4.svg
1.X.3.1.2.2.5;S*G*UUMO--;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|OPERATIONS;OPERATIONS;OPÉRATIONS;1.X.3.1.2.2.5.png;1.X.3.1.2.2.5.svg
1.X.3.1.2.2.6;S*G*UUMT--;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|TACTICAL EXPLOIT;TACTICAL EXPLOIT;EXPLOITATION TACTIQUE;1.X.3.1.2.2.6.png;1.X.3.1.2.2.6.svg
1.X.3.1.2.2.7;S*G*UUMQ--;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|INTERROGATION;INTERROGATION;INTERROGATION;1.X.3.1.2.2.7.png;1.X.3.1.2.2.7.svg
1.X.3.1.2.2.8;S*G*UUMJ--;GROUND TRACK|UNIT|COMBAT SUPPORT|MILITARY INTELLIGENCE|JOINT INTELLIGENCE CENTRE;JOINT INTELLIGENCE CENTRE;CENTRE DE RENSEIGNEMENT INTERARMÉES;1.X.3.1.2.2.8.png;1.X.3.1.2.2.8.svg
1.X.3.1.2.3;S*G*UUL---;GROUND TRACK|UNIT|COMBAT SUPPORT|LAW ENFORCEMENT UNIT;LAW ENFORCEMENT UNIT;UNITÉ DE MAINTIEN DE L'ORDRE;1.X.3.1.2.3.png;1.X.3.1.2.3.svg
1.X.3.1.2.3.1;S*G*UULS--;GROUND TRACK|UNIT|COMBAT SUPPORT|LAW ENFORCEMENT UNIT|SHORE PATROL;SHORE PATROL;PATROUILLE CÔTIÈRE;1.X.3.1.2.3.1.png;1.X.3.1.2.3.1.svg
1.X.3.1.2.3.2;S*G*UULM--;GROUND TRACK|UNIT|COMBAT SUPPORT|LAW ENFORCEMENT UNIT|MILITARY POLICE;MILITARY POLICE;POLICE MILITAIRE;1.X.3.1.2.3.2.png;1.X.3.1.2.3.2.svg
1.X.3.1.2.3.3;S*G*UULC--;GROUND TRACK|UNIT|COMBAT SUPPORT|LAW ENFORCEMENT UNIT|CIVILIAN LAW ENFORCEMENT;CIVILIAN LAW ENFORCEMENT;APPLICATION DE LA LOI CIVILE;1.X.3.1.2.3.3.png;1.X.3.1.2.3.3.svg
1.X.3.1.2.3.4;S*G*UULF--;GROUND TRACK|UNIT|COMBAT SUPPORT|LAW ENFORCEMENT UNIT|SECURITY POLICE (AIR);SECURITY POLICE (AIR);POLICE DE SÉCURITÉ (AÉRIENNE);1.X.3.1.2.3.4.png;1.X.3.1.2.3.4.svg
1.X.3.1.2.3.5;S*G*UULD--;GROUND TRACK|UNIT|COMBAT SUPPORT|LAW ENFORCEMENT UNIT|CENTRAL INTELLIGENCE DIVISION (CID);CENTRAL INTELLIGENCE DIVISION (CID);DIVISION DU RENSEIGNEMENT CENTRAL (CID);1.X.3.1.2.3.5.png;1.X.3.1.2.3.5.svg
1.X.3.1.2.4;S*G*UUS---;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT;SIGNAL UNIT;UNITÉ DE TRANSMISSION;1.X.3.1.2.4.png;1.X.3.1.2.4.svg
1.X.3.1.2.4.1;S*G*UUSA--;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|AREA;AREA;ZONE;1.X.3.1.2.4.1.png;1.X.3.1.2.4.1.svg
1.X.3.1.2.4.2;S*G*UUSC--;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|COMMUNICATION CONFIGURED PACKAGE;COMMUNICATION CONFIGURED PACKAGE;ENSEMBLE DE CONFIGURATION DE COMMUNICATION;1.X.3.1.2.4.2.png;1.X.3.1.2.4.2.svg
1.X.3.1.2.4.2.1;S*G*UUSCL-;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|COMMUNICATION CONFIGURED PACKAGE|LARGE COMMUNICATION CONFIGURED PACKAGE (LCCP);LARGE COMMUNICATION CONFIGURED PACKAGE (LCCP);GRAND ENSEMBLE DE CONFIGURATION DE COMMUNICATION (LCCP);1.X.3.1.2.4.2.1.png;1.X.3.1.2.4.2.1.svg
1.X.3.1.2.4.3;S*G*UUSO--;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|COMMAND OPERATIONS;COMMAND OPERATIONS;OPÉRATIONS DE COMMANDEMENT;1.X.3.1.2.4.3.png;1.X.3.1.2.4.3.svg
1.X.3.1.2.4.4;S*G*UUSF--;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|FORWARD COMMUNICATIONS;FORWARD COMMUNICATIONS;COMMUNICATIONS AVANCÉES;1.X.3.1.2.4.4.png;1.X.3.1.2.4.4.svg
1.X.3.1.2.4.5;S*G*UUSM--;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|MULTIPLE SUBSCRIBER ELEMENT;MULTIPLE SUBSCRIBER ELEMENT;ÉLÉMENT D'ABONNÉ MULTIPLE;1.X.3.1.2.4.5.png;1.X.3.1.2.4.5.svg
1.X.3.1.2.4.5.1;S*G*UUSMS-;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|MULTIPLE SUBSCRIBER ELEMENT|SMALL EXTENSION NODE;SMALL EXTENSION NODE;PETIT NŒUD D'EXTENSION;1.X.3.1.2.4.5.1.png;1.X.3.1.2.4.5.1.svg
1.X.3.1.2.4.5.2;S*G*UUSML-;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|MULTIPLE SUBSCRIBER ELEMENT|LARGE EXTENSION NODE;LARGE EXTENSION NODE;GRAND NŒUD D'EXTENSION;1.X.3.1.2.4.5.2.png;1.X.3.1.2.4.5.2.svg
1.X.3.1.2.4.5.3;S*G*UUSMN-;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|MULTIPLE SUBSCRIBER ELEMENT|NODE CENTRE;NODE CENTRE;CENTRE DE NŒUD;1.X.3.1.2.4.5.3.png;1.X.3.1.2.4.5.3.svg
1.X.3.1.2.4.6;S*G*UUSR--;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|RADIO UNIT;RADIO UNIT;UNITÉ RADIO;1.X.3.1.2.4.6.png;1.X.3.1.2.4.6.svg
1.X.3.1.2.4.6.1;S*G*UUSRS-;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|RADIO UNIT|TACTICAL SATELLITE;TACTICAL SATELLITE;SATELLITE TACTIQUE;1.X.3.1.2.4.6.1.png;1.X.3.1.2.4.6.1.svg
1.X.3.1.2.4.6.2;S*G*UUSRT-;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|RADIO UNIT|TELETYPE CENTRE;TELETYPE CENTRE;CENTRE TÉLÉTYPE;1.X.3.1.2.4.6.2.png;1.X.3.1.2.4.6.2.svg
1.X.3.1.2.4.6.3;S*G*UUSRW-;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|RADIO UNIT|RELAY;RELAY;RELAIS;1.X.3.1.2.4.6.3.png;1.X.3.1.2.4.6.3.svg
1.X.3.1.2.4.7;S*G*UUSS--;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|SIGNAL SUPPORT;SIGNAL SUPPORT;SOUTIEN DES TRANSMISSIONS;1.X.3.1.2.4.7.png;1.X.3.1.2.4.7.svg
1.X.3.1.2.4.8;S*G*UUSW--;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|TELEPHONE SWITCH;TELEPHONE SWITCH;COMMUTATEUR TÉLÉPHONIQUE;1.X.3.1.2.4.8.png;1.X.3.1.2.4.8.svg
1.X.3.1.2.4.9;S*G*UUSX--;GROUND TRACK|UNIT|COMBAT SUPPORT|SIGNAL UNIT|ELECTRONIC RANGING;ELECTRONIC RANGING;TÉLÉMÉTRIE ÉLECTRONIQUE;1.X.3.1.2.4.9.png;1.X.3.1.2.4.9.svg
1.X.3.1.2.5;S*G*UUI---;GROUND TRACK|UNIT|COMBAT SUPPORT|INFORMATION WARFARE UNIT;INFORMATION WARFARE UNIT;UNITÉ DE GUERRE DE L'INFORMATION;1.X.3.1.2.5.png;1.X.3.1.2.5.svg
1.X.3.1.2.6;S*G*UUX---;GROUND TRACK|UNIT|COMBAT SUPPORT|LANDING SUPPORT;LANDING SUPPORT;SOUTIEN À L'APPONTAGE;1.X.3.1.2.6.png;1.X.3.1.2.6.svg
1.X.3.1.2.7;S*G*UUE---;GROUND TRACK|UNIT|COMBAT SUPPORT|EXPLOSIVE ORDINANCE DISPOSAL;EXPLOSIVE ORDINANCE DISPOSAL;ÉLIMINATION DES ENGINS EXPLOSIFS;1.X.3.1.2.7.png;1.X.3.1.2.7.svg
1.X.3.1.2.8;S*G*UUT---;GROUND TRACK|UNIT|COMBAT SUPPORT|TOPOGRAPHIC;TOPOGRAPHIC;TOPOGRAPHIQUE;1.X.3.1.2.8.png;1.X.3.1.2.8.svg
1.X.3.1.2.9;S*G*UU----;GROUND TRACK|UNIT|COMBAT SUPPORT|DOG;DOG;CHIEN;1.X.3.1.2.9.png;1.X.3.1.2.9.svg
1.X.3.1.2.10;S*G*UUD---;GROUND TRACK|UNIT|COMBAT SUPPORT|DRILLING;DRILLING;FORAGE;1.X.3.1.2.10.png;1.X.3.1.2.10.svg
1.X.3.1.3;S*G*US----;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT;COMBAT SERVICE SUPPORT;SOUTIEN LOGISTIQUE DU COMBAT;1.X.3.1.3.png;1.X.3.1.3.svg
1.X.3.1.3.1;S*G*USA---;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN);ADMINISTRATIVE (ADMIN);ADMINISTRATIF (ADMIN);1.X.3.1.3.1.png;1.X.3.1.3.1.svg
1.X.3.1.3.1.1;S*G*USAT--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|ADMIN THEATRE;ADMIN THEATRE;ADMINISTRATION THÉÂTRALE;1.X.3.1.3.1.1.png;1.X.3.1.3.1.1.svg
1.X.3.1.3.1.2;S*G*USAC--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|ADMIN CORPS;ADMIN CORPS;CORPS ADMINISTRATIF;1.X.3.1.3.1.2.png;1.X.3.1.3.1.2.svg
1.X.3.1.3.1.3;S*G*USAJ--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|JUDGE ADVOCATE GENERAL (JAG);JUDGE ADVOCATE GENERAL (JAG);AVOCAT GÉNÉRAL (JAG);1.X.3.1.3.1.3.png;1.X.3.1.3.1.3.svg
1.X.3.1.3.1.3.1;S*G*USAJT-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|JUDGE ADVOCATE GENERAL (JAG)|JAG THEATRE;JAG THEATRE;AVOCAT GÉNÉRAL THÉÂTRAL;1.X.3.1.3.1.3.1.png;1.X.3.1.3.1.3.1.svg
1.X.3.1.3.1.3.2;S*G*USAJC-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|JUDGE ADVOCATE GENERAL (JAG)|JAG CORPS;JAG CORPS;CORPS DES AVOCATS GÉNÉRAUX;1.X.3.1.3.1.3.2.png;1.X.3.1.3.1.3.2.svg
1.X.3.1.3.1.4;S*G*USAO--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|POSTAL;POSTAL;POSTAL;1.X.3.1.3.1.4.png;1.X.3.1.3.1.4.svg
1.X.3.1.3.1.4.1;S*G*USAOT-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|POSTAL|POSTAL THEATRE;POSTAL THEATRE;POSTAL THÉÂTRAL;1.X.3.1.3.1.4.1.png;1.X.3.1.3.1.4.1.svg
1.X.3.1.3.1.4.2;S*G*USAOC-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|POSTAL|POSTAL CORPS;POSTAL CORPS;CORPS POSTAL;1.X.3.1.3.1.4.2.png;1.X.3.1.3.1.4.2.svg
1.X.3.1.3.1.5;S*G*USAF--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|FINANCE;FINANCE;FINANCES;1.X.3.1.3.1.5.png;1.X.3.1.3.1.5.svg
1.X.3.1.3.1.5.1;S*G*USAFT-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|FINANCE|FINANCE THEATRE;FINANCE THEATRE;FINANCES THÉÂTRALES;1.X.3.1.3.1.5.1.png;1.X.3.1.3.1.5.1.svg
1.X.3.1.3.1.5.2;S*G*USAFC-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|FINANCE|FINANCE CORPS;FINANCE CORPS;CORPS DES FINANCES;1.X.3.1.3.1.5.2.png;1.X.3.1.3.1.5.2.svg
1.X.3.1.3.1.6;S*G*USAS--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|PERSONNEL SERVICES;PERSONNEL SERVICES;SERVICES DU PERSONNEL;1.X.3.1.3.1.6.png;1.X.3.1.3.1.6.svg
1.X.3.1.3.1.6.1;S*G*USAST-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|PERSONNEL SERVICES|PERSONNEL THEATRE;PERSONNEL THEATRE;PERSONNEL THÉÂTRAL;1.X.3.1.3.1.6.1.png;1.X.3.1.3.1.6.1.svg
1.X.3.1.3.1.6.2;S*G*USASC-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|PERSONNEL SERVICES|PERSONNEL CORPS;PERSONNEL CORPS;CORPS DU PERSONNEL;1.X.3.1.3.1.6.2.png;1.X.3.1.3.1.6.2.svg
1.X.3.1.3.1.7;S*G*USAM--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|MORTUARY/GRAVES REGISTRY;MORTUARY/GRAVES REGISTRY;MORGUE/REGISTRE DES SÉPULTURES;1.X.3.1.3.1.7.png;1.X.3.1.3.1.7.svg
1.X.3.1.3.1.7.1;S*G*USAMT-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|MORTUARY/GRAVES REGISTRY|MORTUARY/GRAVES REGISTRY THEATRE;MORTUARY/GRAVES REGISTRY THEATRE;MORGUE/REGISTRE DES SÉPULTURES THÉÂTRAL;1.X.3.1.3.1.7.1.png;1.X.3.1.3.1.7.1.svg
1.X.3.1.3.1.7.2;S*G*USAMC-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|MORTUARY/GRAVES REGISTRY|MORTUARY/GRAVES REGISTRY CORPS;MORTUARY/GRAVES REGISTRY CORPS;CORPS DE LA MORGUE/REGISTRE DES SÉPULTURES;1.X.3.1.3.1.7.2.png;1.X.3.1.3.1.7.2.svg
1.X.3.1.3.1.8;S*G*USAR--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|RELIGIOUS/CHAPLAIN;RELIGIOUS/CHAPLAIN;RELIGIEUX/AUMÔNIER;1.X.3.1.3.1.8.png;1.X.3.1.3.1.8.svg
1.X.3.1.3.1.8.1;S*G*USART-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|RELIGIOUS/CHAPLAIN|RELIGIOUS/CHAPLAIN THEATRE;RELIGIOUS/CHAPLAIN THEATRE;RELIGIEUX/AUMÔNIER THÉÂTRAL;1.X.3.1.3.1.8.1.png;1.X.3.1.3.1.8.1.svg
1.X.3.1.3.1.8.2;S*G*USARC-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|RELIGIOUS/CHAPLAIN|RELIGIOUS/CHAPLAIN CORPS;RELIGIOUS/CHAPLAIN CORPS;CORPS DES RELIGIEUX/AUMÔNIERS;1.X.3.1.3.1.8.2.png;1.X.3.1.3.1.8.2.svg
1.X.3.1.3.1.9;S*G*USAP--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|PUBLIC AFFAIRS;PUBLIC AFFAIRS;AFFAIRES PUBLIQUES;1.X.3.1.3.1.9.png;1.X.3.1.3.1.9.svg
1.X.3.1.3.1.9.1;S*G*USAPT-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|PUBLIC AFFAIRS|PUBLIC AFFAIRS THEATRE;PUBLIC AFFAIRS THEATRE;AFFAIRES PUBLIQUES THÉÂTRALES;1.X.3.1.3.1.9.1.png;1.X.3.1.3.1.9.1.svg
1.X.3.1.3.1.9.2;S*G*USAPC-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|PUBLIC AFFAIRS|PUBLIC AFFAIRS CORPS;PUBLIC AFFAIRS CORPS;CORPS DES AFFAIRES PUBLIQUES;1.X.3.1.3.1.9.2.png;1.X.3.1.3.1.9.2.svg
1.X.3.1.3.1.9.3;S*G*USAPB-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|PUBLIC AFFAIRS|PUBLIC AFFAIRS BROADCAST;PUBLIC AFFAIRS BROADCAST;DIFFUSION DES AFFAIRES PUBLIQUES;1.X.3.1.3.1.9.3.png;1.X.3.1.3.1.9.3.svg
1.X.3.1.3.1.9.3.1;S*G*USAPBT;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|PUBLIC AFFAIRS|PUBLIC AFFAIRS BROADCAST|PUBLIC AFFAIRS BROADCAST THEATRE;PUBLIC AFFAIRS BROADCAST THEATRE;DIFFUSION DES AFFAIRES PUBLIQUES THÉÂTRALE;1.X.3.1.3.1.9.3.1.png;1.X.3.1.3.1.9.3.1.svg
1.X.3.1.3.1.9.3.2;S*G*USAPBC;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|PUBLIC AFFAIRS|PUBLIC AFFAIRS BROADCAST|PUBLIC AFFAIRS BROADCAST CORPS;PUBLIC AFFAIRS BROADCAST CORPS;CORPS DE DIFFUSION DES AFFAIRES PUBLIQUES;1.X.3.1.3.1.9.3.2.png;1.X.3.1.3.1.9.3.2.svg
1.X.3.1.3.1.9.4;S*G*USAPM-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|PUBLIC AFFAIRS|PUBLIC AFFAIRS JOINT INFORMATION BUREAU (JIB);PUBLIC AFFAIRS JOINT INFORMATION BUREAU (JIB);BUREAU D'INFORMATION CONJOINT DES AFFAIRES PUBLIQUES (JIB);1.X.3.1.3.1.9.4.png;1.X.3.1.3.1.9.4.svg
1.X.3.1.3.1.9.4.1;S*G*USAPMT;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|PUBLIC AFFAIRS|PUBLIC AFFAIRS JOINT INFORMATION BUREAU (JIB)|PUBLIC AFFAIRS JIB THEATRE;PUBLIC AFFAIRS JIB THEATRE;BUREAU D'INFORMATION CONJOINT DES AFFAIRES PUBLIQUES THÉÂTRAL;1.X.3.1.3.1.9.4.1.png;1.X.3.1.3.1.9.4.1.svg
1.X.3.1.3.1.9.4.2;S*G*USAPMC;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|PUBLIC AFFAIRS|PUBLIC AFFAIRS JOINT INFORMATION BUREAU (JIB)|PUBLIC AFFAIRS JIB CORPS;PUBLIC AFFAIRS JIB CORPS;CORPS DU BUREAU D'INFORMATION CONJOINT DES AFFAIRES PUBLIQUES;1.X.3.1.3.1.9.4.2.png;1.X.3.1.3.1.9.4.2.svg
1.X.3.1.3.1.10;S*G*USAX--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|REPLACEMENT HOLDING UNIT (RHU);REPLACEMENT HOLDING UNIT (RHU);UNITÉ DE RÉSERVE (RHU);1.X.3.1.3.1.10.png;1.X.3.1.3.1.10.svg
1.X.3.1.3.1.10.1;S*G*USAXT-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|REPLACEMENT HOLDING UNIT (RHU)|RHU THEATRE;RHU THEATRE;UNITÉ DE RÉSERVE THÉÂTRALE;1.X.3.1.3.1.10.1.png;1.X.3.1.3.1.10.1.svg
1.X.3.1.3.1.10.2;S*G*USAXC-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|REPLACEMENT HOLDING UNIT (RHU)|RHU CORPS;RHU CORPS;CORPS DE L'UNITÉ DE RÉSERVE;1.X.3.1.3.1.10.2.png;1.X.3.1.3.1.10.2.svg
1.X.3.1.3.1.11;S*G*USAL--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|LABOUR;LABOUR;TRAVAIL;1.X.3.1.3.1.11.png;1.X.3.1.3.1.11.svg
1.X.3.1.3.1.11.1;S*G*USALT-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|LABOUR|LABOUR THEATRE;LABOUR THEATRE;TRAVAIL THÉÂTRAL;1.X.3.1.3.1.11.1.png;1.X.3.1.3.1.11.1.svg
1.X.3.1.3.1.11.2;S*G*USALC-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|LABOUR|LABOUR CORPS;LABOUR CORPS;CORPS DU TRAVAIL;1.X.3.1.3.1.11.2.png;1.X.3.1.3.1.11.2.svg
1.X.3.1.3.1.12;S*G*USAW--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|MORAL, WELFARE, RECREATION (MWR);MORAL, WELFARE, RECREATION (MWR);MORAL, BIEN-ÊTRE, LOISIRS (MWR);1.X.3.1.3.1.12.png;1.X.3.1.3.1.12.svg
1.X.3.1.3.1.12.1;S*G*USAWT-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|MORAL, WELFARE, RECREATION (MWR)|MWR THEATRE;MWR THEATRE;MORAL, BIEN-ÊTRE, LOISIRS THÉÂTRAL;1.X.3.1.3.1.12.1.png;1.X.3.1.3.1.12.1.svg
1.X.3.1.3.1.12.2;S*G*USAWC-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|MORAL, WELFARE, RECREATION (MWR)|MWR CORPS;MWR CORPS;CORPS DU MORAL, BIEN-ÊTRE, LOISIRS;1.X.3.1.3.1.12.2.png;1.X.3.1.3.1.12.2.svg
1.X.3.1.3.1.13;S*G*USAQ--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|QUARTERMASTER (SUPPLY);QUARTERMASTER (SUPPLY);INTENDANT (APPROVISIONNEMENT);1.X.3.1.3.1.13.png;1.X.3.1.3.1.13.svg
1.X.3.1.3.1.13.1;S*G*USAQT-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|QUARTERMASTER (SUPPLY)|QUARTERMASTER (SUPPLY) THEATRE;QUARTERMASTER (SUPPLY) THEATRE;INTENDANT (APPROVISIONNEMENT) THÉÂTRAL;1.X.3.1.3.1.13.1.png;1.X.3.1.3.1.13.1.svg
1.X.3.1.3.1.13.2;S*G*USAQC-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ADMINISTRATIVE (ADMIN)|QUARTERMASTER (SUPPLY)|QUARTERMASTER (SUPPLY) CORPS;QUARTERMASTER (SUPPLY) CORPS;CORPS DES INTENDANTS (APPROVISIONNEMENT);1.X.3.1.3.1.13.2.png;1.X.3.1.3.1.13.2.svg
1.X.3.1.3.2;S*G*USM---;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|MEDICAL;MEDICAL;MÉDICAL;1.X.3.1.3.2.png;1.X.3.1.3.2.svg
1.X.3.1.3.2.1;S*G*USMT--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|MEDICAL|MEDICAL THEATRE;MEDICAL THEATRE;MÉDICAL THÉÂTRAL;1.X.3.1.3.2.1.png;1.X.3.1.3.2.1.svg
1.X.3.1.3.2.2;S*G*USMC--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|MEDICAL|MEDICAL CORPS;MEDICAL CORPS;CORPS MÉDICAL;1.X.3.1.3.2.2.png;1.X.3.1.3.2.2.svg
1.X.3.1.3.2.3;S*G*USMM--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|MEDICAL|MEDICAL TREATMENT FACILITY;MEDICAL TREATMENT FACILITY;ÉTABLISSEMENT DE TRAITEMENT MÉDICAL;1.X.3.1.3.2.3.png;1.X.3.1.3.2.3.svg
1.X.3.1.3.2.3.1;S*G*USMMT-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|MEDICAL|MEDICAL TREATMENT FACILITY|MEDICAL TREATMENT FACILITY THEATRE;MEDICAL TREATMENT FACILITY THEATRE;ÉTABLISSEMENT DE TRAITEMENT MÉDICAL THÉÂTRAL;1.X.3.1.3.2.3.1.png;1.X.3.1.3.2.3.1.svg
1.X.3.1.3.2.3.2;S*G*USMMC-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|MEDICAL|MEDICAL TREATMENT FACILITY|MEDICAL TREATMENT FACILITY CORPS;MEDICAL TREATMENT FACILITY CORPS;CORPS DE L'ÉTABLISSEMENT DE TRAITEMENT MÉDICAL;1.X.3.1.3.2.3.2.png;1.X.3.1.3.2.3.2.svg
1.X.3.1.3.2.4;S*G*USMV--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|MEDICAL|MEDICAL VETERINARY;MEDICAL VETERINARY;MÉDICAL VÉTÉRINAIRE;1.X.3.1.3.2.4.png;1.X.3.1.3.2.4.svg
1.X.3.1.3.2.4.1;S*G*USMVT-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|MEDICAL|MEDICAL VETERINARY|MEDICAL VETERINARY THEATRE;MEDICAL VETERINARY THEATRE;MÉDICAL VÉTÉRINAIRE THÉÂTRAL;1.X.3.1.3.2.4.1.png;1.X.3.1.3.2.4.1.svg
1.X.3.1.3.2.4.2;S*G*USMVC-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|MEDICAL|MEDICAL VETERINARY|MEDICAL VETERINARY CORPS;MEDICAL VETERINARY CORPS;CORPS MÉDICAL VÉTÉRINAIRE;1.X.3.1.3.2.4.2.png;1.X.3.1.3.2.4.2.svg
1.X.3.1.3.2.5;S*G*USMD--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|MEDICAL|MEDICAL DENTAL;MEDICAL DENTAL;MÉDICAL DENTAIRE;1.X.3.1.3.2.5.png;1.X.3.1.3.2.5.svg
