CODE;SYMBOL_CODE;DESCRIPTION
2.X.2.4.1.14.11;G*C*SPQJ--;CLASS X
2.X.2.4.1.15;G*C*SPM---;AMMUNITION POINTS
2.X.2.4.1.15.1;G*C*SPMA--;AMMUNITION SUPPLY POINT (ASP)
2.X.2.4.1.15.2;G*C*SPMT--;AMMUNITION TRANSFER POINT (ATP)
2.X.2.4.2;G*C*SL----;LINES
2.X.2.4.2.1;G*C*SLC---;CONVOYS
2.X.2.4.2.1.1;G*C*SLCM--;MOVING CONVOY
2.X.2.4.2.1.2;G*C*SLCH--;HALTED CONVOY
2.X.2.4.2.2;G*C*SLR---;SUPPLY ROUTES
2.X.2.4.2.2.1;G*C*SLRM--;MAIN SUPPLY ROUTE
2.X.2.4.2.2.2;G*C*SLRA--;ALTERNATE SUPPLY ROUTE
2.X.2.4.2.2.3;G*C*SLRO--;ONE-WAY TRAFFIC
2.X.2.4.2.2.4;G*C*SLRT--;ALTERNATING TRAFFIC
2.X.2.4.2.2.5;G*C*SLRW--;TWO-WAY TRAFFIC
2.X.2.4.3;G*C*SA----;AREA
2.X.2.4.3.1;G*C*SAD---;DETAINEE HOLDING AREA
2.X.2.4.3.2;G*C*SAP---;ENEMY PRISONER OF WAR (EPW) HOLDING AREA
2.X.2.4.3.3;G*C*SAR---;FORWARD ARMING AND REFUELLING AREA (FARP)
2.X.2.4.3.4;G*C*SAH---;REFUGEE HOLDING AREA
2.X.2.4.3.5;G*C*SAT---;SUPPORT AREAS
2.X.2.4.3.5.1;G*C*SATB--;BRIGADE (BSA)
2.X.2.4.3.5.2;G*C*SATD--;DIVISION (DSA)
2.X.2.4.3.5.3;G*C*SATR--;REGIMENTAL (RSA)
2.X.2.4.3.6;G*C*SARR--;REST (RA)
2.X.2.5;G*C*O-----;COMMAND AND CONTROL
2.X.2.5.1;G*C*OX----;SPECIAL POINT
2.X.2.5.1.1;G*C*OXE---;REFERENCE POINT
2.X.2.5.1.1.1;G*C*OXRN--;NAV REFERENCE
2.X.2.5.1.1.2;G*C*OXRD--;DLRP
2.X.2.5.1.2;G*C*OXU---;UNDERWATER
2.X.2.5.1.2.1;G*C*OXUD--;DATUM
2.X.2.5.1.2.2;G*C*OXUB--;BRIEF CONTACT
2.X.2.5.1.2.3;G*C*OXUL--;LOST CONTACT
2.X.2.5.1.2.4;G*C*OXUS--;SINKER
2.X.2.5.1.3;G*C*OXW---;WEAPON
2.X.2.5.1.3.1;G*C*OXWA--;AIM POINT
2.X.2.5.1.3.2;G*C*OXWD--;DROP POINT
2.X.2.5.1.3.3;G*C*OXWE--;ENTRY POINT
2.X.2.5.1.3.4;G*C*OXWG--;GROUND ZERO
2.X.2.5.1.3.5;G*C*OXWM--;MSL DETECT POINT
2.X.2.5.1.3.6;G*C*OXWI--;IMPACT POINT
2.X.2.5.1.3.7;G*C*OXWP--;PREDICTED IMPACT POINT
2.X.2.5.1.4;G*C*OXY---;SONOBUOY
2.X.2.5.1.4.1;G*C*OXYP--;PATTERN CENTRE
2.X.2.5.1.4.2;G*C*OXYD--;DIFAR
2.X.2.5.1.4.3;G*C*OXYL--;LOFAR
2.X.2.5.1.4.4;G*C*OXYC--;CASS
2.X.2.5.1.4.5;G*C*OXYS--;DICASS
2.X.2.5.1.4.6;G*C*OXYB--;BT
2.X.2.5.1.4.7;G*C*OXYA--;ANM
2.X.2.5.1.4.8;G*C*OXYV--;VLAD
2.X.2.5.1.4.9;G*C*OXYT--;ATAC
2.X.2.5.1.4.10;G*C*OXYR--;RO
2.X.2.5.1.4.11;G*C*OXYK--;KINGPIN
2.X.2.5.1.5;G*C*OXN---;FORMA TION
2.X.2.5.1.6;G*C*OXH---;HARBOUR
2.X.2.5.1.6.1;G*C*OXHQ--;POINT Q
2.X.2.5.1.6.2;G*C*OXHA--;POINT A
2.X.2.5.1.6.3;G*C*OXHY--;POINT Y
2.X.2.5.1.6.4;G*C*OXHX--;POINT X
2.X.2.5.1.7;G*C*OXR---;ROUTE
2.X.2.5.1.7.1;G*C*OXRR--;RENDEZVOUS
2.X.2.5.1.7.2;G*C*OXRD--;DIVERSIONS
2.X.2.5.1.7.3;G*C*OXRW--;WAYPOINT
2.X.2.5.1.7.4;G*C*OXRP--;PIM
2.X.2.5.1.7.5;G*C*OXRT--;POINT R
2.X.2.5.1.8;G*C*OXST--;STATION
2.X.2.5.1.8.1;G*C*OXSTC-;COMBATANT STATION
2.X.2.5.1.8.1.1;G*C*OXSTCP;PICKET STATION
2.X.2.5.1.8.1.2;G*C*OXSTCA;ASW SHIP STATION
2.X.2.5.1.8.2;G*C*OXSTR-;REPLENISHMENT AT SEA (RAS) STATION
2.X.2.5.1.8.3;G*C*OXSTH-;RESCUE STATION
2.X.2.5.1.8.4;G*C*OXSTS-;SUBMARINE STATION
2.X.2.5.1.8.5;G*C*OXSTSA;ASW SUBMARINE STATION
2.X.2.5.1.9;G*C*OXS---;SEARCH
2.X.2.5.1.9.1;G*C*OXSA--;SEARCH AREA
2.X.2.5.1.9.2;G*C*OXSD--;DIP POSITION
2.X.2.5.1.9.3;G*C*OXSC--;SEARCH CENTRE
2.X.2.5.1.10;G*C*OXA---;AIR CONTROL
2.X.2.5.1.10.1;G*C*OXAC--;COMBAT AIR PATROL (CAP)
2.X.2.5.1.10.2;G*C*OXAA--;AIRBORNE EARLY WARNING (AEW)
2.X.2.5.1.10.3;G*C*OXAT--;TACAN
2.X.2.5.1.10.4;G*C*OXAK--;TANKING
2.X.2.5.1.10.5;G*C*OXAF--;ANTISUBMARINE WARFARE FIXED WING
2.X.2.5.1.10.6;G*C*OXAH--;ANTISUBMARINE WARFARE ROTARY WING
2.X.2.5.1.10.7;G*C*OXAO--;TOMCAT
2.X.2.5.1.10.8;G*C*OXAR--;RESCUE
2.X.2.5.1.10.9;G*C*OXAP--;REPLENISH
2.X.2.5.1.10.10;G*C*OXAM--;MARSHALL
2.X.2.5.1.10.11;G*C*OXAS--;STRIKE IP
2.X.2.5.1.10.12;G*C*OXAD--;CORRIDOR TAB
2.X.2.5.2;G*C*OG----;GENERAL OR UNSPECIFIED COMMAND AND CONTROL POINT
2.X.2.5.2.1;G*C*OGC---;CHECKPOINT
2.X.2.5.2.2;G*C*OGP---;CONTACT POINT
2.X.2.5.2.3;G*C*OGT---;COORDINATION POINT
2.X.2.5.2.4;G*C*OGD---;DECISION POINT
2.X.2.5.2.5;G*C*OGL---;LINKUP POINT
2.X.2.5.2.6;G*C*OGN---;PASSAGE POINT
2.X.2.5.2.7;G*C*OGR---;RALLY POINT
2.X.2.5.2.8;G*C*OGS---;RELEASE POINT
2.X.2.5.2.9;G*C*OGI---;START POINT
2.X.2.5.2.10;G*C*OGW---;WAY POINT
2.X.2.5.3;G*C*OL----;LINE
2.X.2.5.3.1;G*C*OLN---;LIGHT LINE
2.X.2.5.3.2;G*C*OLP---;PHASE LINE
2.X.2.5.4;G*C*OA----;AREA
2.X.2.5.4.1;G*C*OAZ---;AIRFIELD ZONE
2.X.3;G*O*------;NON ARTICLE 5 CRISIS RESPONSE OPERATIONS (NA5CRO)
2.X.3.1;G*O*V-----;VIOLENT ACTIVITIES (DEATH CAUSING)
2.X.3.1.1;G*O*VA----;ARSON/FIRE
2.X.3.1.2;G*O*VR----;ARTILLERY/ARTILLERY FIRE
2.X.3.1.3;G*O*VE----;ASSASSINA TION/MURDER/ EXECUTION
2.X.3.1.4;G*O*VB----;BOMB/BOMBING
2.X.3.1.5;G*O*VY----;BOOBYTRAP
2.X.3.1.6;G*O*VD----;DRIVE-BY SHOOTING
2.X.3.1.7;G*O*VI----;INDIRECT FIRE (UNSPECIFIED TYPE)
2.X.3.1.8;G*O*VM----;MORTAR/MORTAR FIRE
2.X.3.1.9;G*O*VK----;ROCKET/ROCKET FIRE
2.X.3.1.10;G*O*VS----;SNIPING
2.X.3.1.11;G*O*VP----;POISONING
2.X.3.1.12;G*O*VU----;AMBUSH
2.X.3.1.13;G*O*VC----;AMMUNITION CACHE
2.X.3.1.14;G*O*VH----;HELICOPTER (CIVILIAN BEING USED BY HOSTILE OR INSURGENTS
2.X.3.1.15;G*O*VF----;HOSTILE OR INSURGENT MOTORIZED INFANTRY
2.X.3.1.16;G*O*VO----;HOSTILE OR INSURGENT INFANTRY
2.X.3.1.17;G*O*VL----;RECONNAISSANCE/SURVEILLANC E
2.X.3.1.18;G*O*VX----;SIGNAL/RADIO STATION
2.X.3.1.19;G*O*VZ----;SUPPLY CACHE
2.X.3.2;G*O*L-----;LOCATIONS
2.X.3.2.1;G*O*LB----;BLACK LIST LOCATION
2.X.3.2.2;G*O*LG----;GRAY LIST LOCATION
2.X.3.2.3;G*O*LW----;WHITE LIST LOCATION
2.X.3.3;G*O*P-----;OPERATIONS
2.X.3.3.1;G*O*PR----;ROAD BLOCK
2.X.3.3.1.1;G*O*PRB---;ROAD BLOCK (UNDER CONSTRUCTION)
2.X.3.3.2;G*O*PT----;PATROLLING
2.X.3.3.3;G*O*PC----;RECRUITMENT (WILLING)
2.X.3.3.3.1;G*O*PCU---;RECRUITMENT (COERCED/IMPRESSED)
2.X.3.3.4;G*O*PD----;DEMONSTRATION
2.X.3.3.5;G*O*PM----;MINELAYING
2.X.3.3.6;G*O*PH----;PSYCHOLOGICAL OPERATIONS (PSYOP)
2.X.3.3.6.1;G*O*PHY---;PSYOP (TV AND RADIO PROPAGANDA)
2.X.3.3.6.2;G*O*PHW---;PSYOP (WRITTEN PROPAGANDA)
2.X.3.3.6.3;G*O*PHG---;WRITTEN PROPAGANDA
2.X.3.3.6.4;G*O*PHT---;HOUSE-TO-HOUSE PROPAGANDA
2.X.3.3.7;G*O*PG----;FORAGING/SEARCHING
2.X.3.3.8;G*O*PS----;SPY
2.X.3.3.9;G*O*PF----;FOOD DISTRIBUTION
2.X.3.3.10;G*O*PI----;MEDICAL TREATMENT FACILITY
2.X.3.3.11;G*O*PE----;ELECTRONIC WARFARE INTERCEPT
2.X.3.3.12;G*O*PX----;EXTORTION
2.X.3.3.13;G*O*PJ----;HIJACKING
2.X.3.3.13.1;G*O*PJV---;HIJACKING (VEHICLE)
2.X.3.3.13.2;G*O*PJA---;HIJACKING (AIRPLANE)
2.X.3.3.13.3;G*O*PJB---;HIJACKING (BOAT)
2.X.3.3.14;G*O*PK----;KIDNAPPING
2.X.3.3.15;G*O*PA----;ARREST
2.X.3.3.16;G*O*PO----;DRUG OPERATION
2.X.3.4;G*O*I-----;ITEMS
2.X.3.4.1;G*O*IR----;REFUGEES
2.X.3.4.2;G*O*IS----;SAFE HOUSE
2.X.3.4.3;G*O*IG----;GRAFFITI
2.X.3.4.4;G*O*IV----;V ANDALISM/RAPE/LOOT/ RANSACK/PLUNDER/SACK
2.X.3.4.5;G*O*IK----;KNOWN INSURGENT VEHICLE
2.X.3.4.6;G*O*ID----;DRUG VEHICLE
2.X.3.4.7;G*O*IF----;INTERNAL SECURITY FORCE

