2525Charlie1stTen;2525Charlie;2525DeltaSymbolSet;2525DeltaEntity;2525DeltaMod1;2525DeltaMod2;2525DeltaName;2525DeltaMod1Name;2525DeltaMod2Name;DeltaToCharlie;Remarks
E*IPFA----;E*IPFA---------;40;160200;16;00;Transportation Incident : Marine;Incident Qualifier : Accident;;;
O*OPHV----;O*OPHV---------;40;160200;03;00;Transportation Incident : Marine;Crime : Hijacking/Hijacked (Activities);;;
E*IPF-----;E*IPF----------;40;160200;17;00;Transportation Incident : Marine;Incident Qualifier : Incident;;;
E*IPGA----;E*IPGA---------;40;160300;16;00;Transportation Incident : Rail;Incident Qualifier : Accident;;;
E*IPGB----;E*IPGB---------;40;160300;03;00;Transportation Incident : Rail;Crime : Hijacking/Hijacked (Activities);;;
E*IPG-----;E*IPG----------;40;160300;17;00;Transportation Incident : Rail;Incident Qualifier : Incident;;;
E*IPHA----;E*IPHA---------;40;160400;16;00;Transportation Incident : Vehicle;Incident Qualifier : Accident;;;
O*OPHT----;O*OPHT---------;40;160400;03;00;Transportation Incident : Vehicle;Crime : Hijacking/Hijacked (Activities);;;
E*IPH-----;E*IPH----------;40;160400;17;00;Transportation Incident : Vehicle;Incident Qualifier : Incident;;;
E*NPAA----;E*NPAA---------;40;170101;00;00;Natural Event : Geologic : Aftershock;;;;
E*NPAB----;E*NPAB---------;40;170102;00;00;Natural Event : Geologic : Avalanche;;;;
E*NPAC----;E*NPAC---------;40;170103;00;00;Natural Event : Geologic : Earthquake Epicenter;;;;
E*NPAD----;E*NPAD---------;40;170104;00;00;Natural Event : Geologic : Landslide;;;;
E*NPAE----;E*NPAE---------;40;170105;00;00;Natural Event : Geologic : Subsidence;;;;
W*SPWSVE--;W*SPWSVE-------;40;170106;00;00;Natural Event : Geologic : Volcanic Eruption;;;;
E*NPAG----;E*NPAG---------;40;170107;00;00;Natural Event : Geologic : Volcanic Threat;;;;
E*NPBB----;E*NPBB---------;40;170201;00;00;Natural Event : Hydro-Meteorological : Drought;;;;
E*NPBC----;E*NPBC---------;40;170202;00;00;Natural Event : Hydro-Meteorological : Flood;;;;
E*NPBM----;E*NPBM---------;40;170203;00;00;Natural Event : Hydro-Meteorological : Tsunami;;;;
E*NPCA----;E*NPCA---------;40;170301;00;00;Natural Event : Infestation : Bird;;;;
E*NPCB----;E*NPCB---------;40;170302;00;00;Natural Event : Infestation : Insect;;;;
E*NPCC----;E*NPCC---------;40;170303;00;00;Natural Event : Infestation : Microbial;;;;
E*NPCD----;E*NPCD---------;40;170304;00;00;Natural Event : Infestation : Reptile;;;;
E*NPCE----;E*NPCE---------;40;170305;00;00;Natural Event : Infestation : Rodent;;;;
E*OPDD----;E*OPDD---------;40;131501;00;00;Operation : Law Enforcement Operation : ATF;;;;
E*OPA-----;E*OPA----------;40;131300;00;00;Operation : Emergency Medical Operation;;;;
E*OPC-----;E*OPC----------;40;131400;00;00;Operation : Fire Fighting Operation;;;;
O*PPF-----;O*PPF----------;40;110304;00;00;Incident : IED Event : IED Suicide Bomber;;;;USAS CS 11-12
W*SPPL----;W*SPPL---------;45;110100;00;00;Pressure Systems : Low Pressure Center;;;;
W*SPPC----;W*SPPC---------;45;110101;00;00;Pressure Systems : Low Pressure Center : Cyclone Center;;;;
W*SPPLT---;W*SPPLT--------;45;110102;00;00;Pressure Systems : Low Pressure Center : Tropopause Low;;;;
W*SPPH----;W*SPPH---------;45;110200;00;00;Pressure Systems : High Pressure Center;;;;
W*SPPA----;W*SPPA---------;45;110201;00;00;Pressure Systems : High Pressure Center : Anticyclone Center;;;;
W*SPPHT---;W*SPPHT--------;45;110202;00;00;Pressure Systems : High Pressure Center : Tropopause High;;;;
W*-PPFC---;W*-PPFC--------;45;110301;00;00;Pressure Systems : Frontal Systems : Cold Front;;;;
W*-PPFCU--;W*-PPFCU-------;45;110302;00;00;Pressure Systems : Frontal Systems : Upper Cold Front;;;;
W*-PPFC-FG;W*-PPFC-FG-----;45;110303;00;00;Pressure Systems : Frontal Systems : Cold Frontogenesis;;;;
W*-PPFC-FY;W*-PPFC-FY-----;45;110304;00;00;Pressure Systems : Frontal Systems : Cold Frontolysis;;;;
W*-PPFW---;W*-PPFW--------;45;110305;00;00;Pressure Systems : Frontal Systems : Warm Front;;;;
W*-PPFWU--;W*-PPFWU-------;45;110306;00;00;Pressure Systems : Frontal Systems : Upper Warm Front;;;;
W*-PPFW-FG;W*-PPFW-FG-----;45;110307;00;00;Pressure Systems : Frontal Systems : Warm Frontogenesis;;;;
W*-PPFW-FY;W*-PPFW-FY-----;45;110308;00;00;Pressure Systems : Frontal Systems : Warm Frontolysis;;;;
W*-PPFO---;W*-PPFO--------;45;110309;00;00;Pressure Systems : Frontal Systems : Occluded Front;;;;
W*-PPFOU--;W*-PPFOU-------;45;110310;00;00;Pressure Systems : Frontal Systems : Upper Occluded Front;;;;
W*-PPFO-FY;W*-PPFO-FY-----;45;110311;00;00;Pressure Systems : Frontal Systems : Occluded Frontolysis;;;;
W*-PPFS---;W*-PPFS--------;45;110312;00;00;Pressure Systems : Frontal Systems : Stationary Front;;;;
W*-PPFSU--;W*-PPFSU-------;45;110313;00;00;Pressure Systems : Frontal Systems : Upper Stationary Front;;;;
W*-PPFS-FG;W*-PPFS-FG-----;45;110314;00;00;Pressure Systems : Frontal Systems : Stationary Frontogenesis;;;;
W*-PPFS-FY;W*-PPFS-FY-----;45;110315;00;00;Pressure Systems : Frontal Systems : Stationary Frontolysis;;;;
W*-PPXT---;W*-PPXT--------;45;110402;00;00;Pressure Systems : Lines : Upper Trough Axis;;;;
W*-PPXR---;W*-PPXR--------;45;110403;00;00;Pressure Systems : Lines : Ridge Axis;;;;
W*-PPXSQ--;W*-PPXSQ-------;45;110404;00;00;Pressure Systems : Lines : Severe Squall Line;;;;
W*-PPXIL--;W*-PPXIL-------;45;110405;00;00;Pressure Systems : Lines : Instability Line;;;;
W*-PPXSH--;W*-PPXSH-------;45;110406;00;00;Pressure Systems : Lines : Shear Line;;;;
W*-PPXITCZ;W*-PPXITCZ-----;45;110407;00;00;Pressure Systems : Lines : Inter-Tropical Convergence Zone;;;;
W*-PPXCV--;W*-PPXCV-------;45;110408;00;00;Pressure Systems : Lines : Convergence Line;;;;
W*-PPXITD-;W*-PPXITD------;45;110409;00;00;Pressure Systems : Lines : Inter-Tropical Discontinuity;;;;
W*SPTL----;W*SPTL---------;45;120100;00;00;Turbulence : Light;;;;
W*SPTM----;W*SPTM---------;45;120200;00;00;Turbulence : Moderate;;;;
W*SPTS----;W*SPTS---------;45;120300;00;00;Turbulence : Severe;;;;
W*SPTE----;W*SPTE---------;45;120400;00;00;Turbulence : Extreme;;;;
W*SPT-MW--;W*SPT-MW-------;45;120500;00;00;Turbulence : Mountain Waves;;;;
W*SPICL---;W*SPICL--------;45;130101;00;00;Icing : Clear Icing : Light;;;;
W*SPICM---;W*SPICM--------;45;130102;00;00;Icing : Clear Icing : Moderate;;;;
W*SPICS---;W*SPICS--------;45;130103;00;00;Icing : Clear Icing : Severe;;;;
W*SPIRL---;W*SPIRL--------;45;130201;00;00;Icing : Rime Icing : Light;;;;
W*SPIMM---;W*SPIMM--------;45;130202;00;00;Icing : Rime Icing : Moderate;;;;
W*SPIMS---;W*SPIMS--------;45;130203;00;00;Icing : Rime Icing : Severe;;;;
W*SPWC----;W*SPWC---------;45;140100;00;00;Winds : Calm Winds;;;;
W*SPWP----;W*SPWP---------;45;140200;00;00;Winds : Wind Plot;;;;
W*-PWJ----;W*-PWJ---------;45;140300;00;00;Winds : Jet Stream;;;;
W*-PWS----;W*-PWS---------;45;140400;00;00;Winds : Stream Line;;;;
W*SPCCCSCS;W*SPCCCSCS-----;45;150101;00;00;Cloud Cover : Cloud Coverage : Clear Sky;;;;
W*SPCCCSFC;W*SPCCCSFC-----;45;150102;00;00;Cloud Cover : Cloud Coverage : Few Coverage;;;;
W*SPCCCSSC;W*SPCCCSSC-----;45;150103;00;00;Cloud Cover : Cloud Coverage : Scattered Coverage;;;;
W*SPCCCSBC;W*SPCCCSBC-----;45;150104;00;00;Cloud Cover : Cloud Coverage : Broken Coverage;;;;
W*SPCCCSOC;W*SPCCCSOC-----;45;150105;00;00;Cloud Cover : Cloud Coverage : Overcast Coverage;;;;
W*SPCCCSOB;W*SPCCCSOB-----;45;150106;00;00;Cloud Cover : Cloud Coverage : Sky Totally or Partially Obscured;;;;
W*SPWSR-LI;W*SPWSR-LI-----;45;160101;00;00;Weather Symbols : Rain : Intermittent Light;;;;
W*SPWSR-LC;W*SPWSR-LC-----;45;160102;00;00;Weather Symbols : Rain : Continuous Light;;;;
W*SPWSR-MI;W*SPWSR-MI-----;45;160103;00;00;Weather Symbols : Rain : Intermittent Moderate;;;;
W*SPWSR-MC;W*SPWSR-MC-----;45;160104;00;00;Weather Symbols : Rain : Intermittent Moderate/Continuous Moderate;;;;
W*SPWSR-HI;W*SPWSR-HI-----;45;160105;00;00;Weather Symbols : Rain : Intermittent Heavy;;;;
W*SPWSR-HC;W*SPWSR-HC-----;45;160106;00;00;Weather Symbols : Rain : Intermittent Heavy/Continuous Heavy;;;;
W*SPWSRFL-;W*SPWSRFL------;45;160201;00;00;Weather Symbols : Freezing Rain : Light;;;;
W*SPWSRFMH;W*SPWSRFMH-----;45;160202;00;00;Weather Symbols : Freezing Rain : Moderate/Heavy;;;;
W*SPWSRSL-;W*SPWSRSL------;45;160301;00;00;Weather Symbols : Rain Showers : Light;;;;
W*SPWSRSMH;W*SPWSRSMH-----;45;160302;00;00;Weather Symbols : Rain Showers : Moderate/Heavy;;;;
W*SPWSRST-;W*SPWSRST------;45;160303;00;00;Weather Symbols : Rain Showers : Torrential;;;;
W*SPWSD-LI;W*SPWSD-LI-----;45;160401;00;00;Weather Symbols : Drizzle : Intermittent Light;;;;
W*SPWSD-LC;W*SPWSD-LC-----;45;160402;00;00;Weather Symbols : Drizzle : Intermittent Light/Continuous Light;;;;
W*SPWSD-MI;W*SPWSD-MI-----;45;160403;00;00;Weather Symbols : Drizzle : Intermittent Moderate;;;;
W*SPWSD-MC;W*SPWSD-MC-----;45;160404;00;00;Weather Symbols : Drizzle : Intermittent Moderate/Continuous Moderate;;;;
W*SPWSD-HI;W*SPWSD-HI-----;45;160405;00;00;Weather Symbols : Drizzle : Intermittent Heavy;;;;
W*SPWSD-HC;W*SPWSD-HC-----;45;160406;00;00;Weather Symbols : Drizzle : Intermittent Heavy/Continuous Heavy;;;;
W*SPWSDFL-;W*SPWSDFL------;45;160501;00;00;Weather Symbols : Freezing Drizzle : Light;;;;
W*SPWSDFMH;W*SPWSDFMH-----;45;160502;00;00;Weather Symbols : Freezing Drizzle : Moderate/Heavy;;;;
W*SPWSM-L-;W*SPWSM-L------;45;160601;00;00;Weather Symbols : Rain and Snow Mixed : Rain or Drizzle and Snow - Light;;;;
W*SPWSM-MH;W*SPWSM-MH-----;45;160602;00;00;Weather Symbols : Rain and Snow Mixed : Rain or Drizzle and Snow - Moderate/Heavy;;;;
W*SPWSMSL-;W*SPWSMSL------;45;160603;00;00;Weather Symbols : Rain and Snow Mixed : Rain and Snow Showers - Light;;;;
W*SPWSMSMH;W*SPWSMSMH-----;45;160604;00;00;Weather Symbols : Rain and Snow Mixed : Rain and Snow Showers - Moderate/Heavy;;;;
W*SPWSS-LI;W*SPWSS-LI-----;45;160701;00;00;Weather Symbols : Snow : Intermittent Light;;;;
W*SPWSS-LC;W*SPWSS-LC-----;45;160702;00;00;Weather Symbols : Snow : Intermittent Light/Continuous Light;;;;
W*SPWSS-MI;W*SPWSS-MI-----;45;160703;00;00;Weather Symbols : Snow : Intermittent Moderate;;;;
W*SPWSS-MC;W*SPWSS-MC-----;45;160704;00;00;Weather Symbols : Snow : Intermittent Moderate/Continuous Moderate;;;;
W*SPWSS-HI;W*SPWSS-HI-----;45;160705;00;00;Weather Symbols : Snow : Intermittent Heavy;;;;
W*SPWSS-HC;W*SPWSS-HC-----;45;160706;00;00;Weather Symbols : Snow : Intermittent Heavy/Continuous Heavy;;;;
W*SPWSSBLM;W*SPWSSBLM-----;45;160707;00;00;Weather Symbols : Snow : Blowing Snow - Light/Moderate;;;;
W*SPWSSBH-;W*SPWSSBH------;45;160708;00;00;Weather Symbols : Snow : Blowing Snow - Heavy;;;;
W*SPWSSG--;W*SPWSSG-------;45;160800;00;00;Weather Symbols : Snow Grains;;;;
W*SPWSSSL-;W*SPWSSSL------;45;160901;00;00;Weather Symbols : Snow Showers : Light;;;;
W*SPWSSSMH;W*SPWSSSMH-----;45;160902;00;00;Weather Symbols : Snow Showers : Moderate/Heavy;;;;
W*SPWSGRL-;W*SPWSGRL------;45;161001;00;00;Weather Symbols : Hail : Light not Associated with Thunder;;;;
W*SPWSGRMH;W*SPWSGRMH-----;45;161002;00;00;Weather Symbols : Hail : Moderate/Heavy not Associated with Thunder;;;;
W*SPWSIC--;W*SPWSIC-------;45;161100;00;00;Weather Symbols : Ice Crystals (Diamond Dust);;;;
W*SPWSPLL-;W*SPWSPLL------;45;161201;00;00;Weather Symbols : Ice Pellets (Sleet) : Light;;;;
W*SPWSPLM-;W*SPWSPLM------;45;161202;00;00;Weather Symbols : Ice Pellets (Sleet) : Moderate;;;;
W*SPWSPLH-;W*SPWSPLH------;45;161203;00;00;Weather Symbols : Ice Pellets (Sleet) : Heavy;;;;
E*NPBF----;E*NPBF---------;45;161300;00;00;Weather Symbols : Inversion;;;;
W*SPWST-NP;W*SPWST-NP-----;45;161401;00;00;Weather Symbols : Storms : Thunderstorm - No Precipitation;;;;
W*SPWSTMR-;W*SPWSTMR------;45;161402;00;00;Weather Symbols : Storms : Thunderstorm Light to Moderate with Rain/Snow - No Hail;;;;
W*SPWSTHR-;W*SPWSTHR------;45;161403;00;00;Weather Symbols : Storms : Thunderstorm Heavy with Rain/Snow - No Hail;;;;
W*SPWSTMH-;W*SPWSTMH------;45;161404;00;00;Weather Symbols : Storms : Thunderstorm Light to Moderate - With Hail;;;;
W*SPWSTHH-;W*SPWSTHH------;45;161405;00;00;Weather Symbols : Storms : Thunderstorm Heavy - With Hail;;;;
W*SPWST-FC;W*SPWST-FC-----;45;161406;00;00;Weather Symbols : Storms : Funnel Cloud (Tornado/Waterspout);;;;
W*SPWST-SQ;W*SPWST-SQ-----;45;161407;00;00;Weather Symbols : Storms : Squall;;;;
W*SPWST-LG;W*SPWST-LG-----;45;161408;00;00;Weather Symbols : Storms : Lightning;;;;
W*SPWSFGPS;W*SPWSFGPS-----;45;161501;00;00;Weather Symbols : Fog : Shallow Patches;;;;
W*SPWSFGCS;W*SPWSFGCS-----;45;161502;00;00;Weather Symbols : Fog : Shallow Continuous;;;;
W*SPWSFGP-;W*SPWSFGP------;45;161503;00;00;Weather Symbols : Fog : Patchy;;;;
W*SPWSFGSV;W*SPWSFGSV-----;45;161504;00;00;Weather Symbols : Fog : Sky Visible;;;;
W*SPWSFGSO;W*SPWSFGSO-----;45;161505;00;00;Weather Symbols : Fog : Sky Obscured;;;;
W*SPWSFGFV;W*SPWSFGFV-----;45;161506;00;00;Weather Symbols : Fog : Freezing-Sky Visible;;;;
W*SPWSFGFO;W*SPWSFGFO-----;45;161507;00;00;Weather Symbols : Fog : Freezing-Sky Obscured;;;;
W*SPWSBR--;W*SPWSBR-------;45;161600;00;00;Weather Symbols : Mist;;;;
W*SPWSFU--;W*SPWSFU-------;45;161700;00;00;Weather Symbols : Smoke;;;;
W*SPWSHZ--;W*SPWSHZ-------;45;161800;00;00;Weather Symbols : Haze;;;;
W*SPWSDSLM;W*SPWSDSLM-----;45;161901;00;00;Weather Symbols : Dust or Sand : Light to Moderate;;;;
W*SPWSDSS-;W*SPWSDSS------;45;161902;00;00;Weather Symbols : Dust or Sand : Severe;;;;
W*SPWSDD--;W*SPWSDD-------;45;161903;00;00;Weather Symbols : Dust or Sand : Dust Devil;;;;
W*SPWSDB--;W*SPWSDB-------;45;161904;00;00;Weather Symbols : Dust or Sand : Blowing Dust or Sand;;;;
W*SPWSTSD-;W*SPWSTSD------;45;162001;00;00;Weather Symbols : Tropical Storm Systems : Tropical Depression;;;;
W*SPWSTSS-;W*SPWSTSS------;45;162002;00;00;Weather Symbols : Tropical Storm Systems : Tropical Storm;;;;
W*SPWSTSH-;W*SPWSTSH------;45;162003;00;00;Weather Symbols : Tropical Storm Systems : Hurricane/Typhoon;;;;
W*-PWSTSWA;W*-PWSTSWA-----;45;162004;00;00;Weather Symbols : Tropical Storm Systems : Tropical Storm Wind Areas and Date/Time Labels;;;;
W*SPWSVE--;W*SPWSVE-------;45;162100;00;00;Weather Symbols : Volcanic Eruption;;;;
W*SPWSVA--;W*SPWSVA-------;45;162101;00;00;Weather Symbols : Volcanic Eruption : Volcanic Ash;;;;
W*SPWST-LV;W*SPWST-LV-----;45;162200;00;00;Weather Symbols : Tropopause Level;;;;
W*SPWSF-LV;W*SPWSF-LV-----;45;162300;00;00;Weather Symbols : Freezing Level;;;;
W*SPWSUKP-;W*SPWSUKP------;45;162400;00;00;Weather Symbols : Precipitation of Unknown Type and Intensity;;;;
W*-PBAIF--;W*-PBAIF-------;45;170100;00;00;Bounded Areas : Instrument Flight Rule (IFR);;;;
W*-PBAMV--;W*-PBAMV-------;45;170200;00;00;Bounded Areas : Marginal Visual Flight Rule (MVFR);;;;
W*-PBATB--;W*-PBATB-------;45;170300;00;00;Bounded Areas : Turbulence;;;;
W*-PBAI---;W*-PBAI--------;45;170400;00;00;Bounded Areas : Icing;;;;
W*-PBALPNC;W*-PBALPNC-----;45;170500;00;00;Bounded Areas : Liquid Precipitation - Non-Convective Continuous or Intermittent;;;;
W*-PBALPC-;W*-PBALPC------;45;170501;00;00;Bounded Areas : Liquid Precipitation - Non-Convective Continuous or Intermittent : Liquid Precipitation - Convective;;;;
W*-PBAFP--;W*-PBAFP-------;45;170600;00;00;Bounded Areas : Freezing /Frozen Precipitation;;;;
W*-PBAT---;W*-PBAT--------;45;170700;00;00;Bounded Areas : Thunderstorm;;;;
W*-PBAFG--;W*-PBAFG-------;45;170800;00;00;Bounded Areas : Fog;;;;
W*-PBAD---;W*-PBAD--------;45;170900;00;00;Bounded Areas : Dust or Sand;;;;
W*-PBAFF--;W*-PBAFF-------;45;171000;00;00;Bounded Areas : Operator-Defined Freeform;;;;
W*-PIPIB--;W*-PIPIB-------;45;180100;00;00;Isopleths : Isobar - Surface;;;;
W*-PIPCO--;W*-PIPCO-------;45;180200;00;00;Isopleths : Contour - Upper Air;;;;
W*-PIPIS--;W*-PIPIS-------;45;180300;00;00;Isopleths : Isotherm;;;;
W*-PIPIT--;W*-PIPIT-------;45;180400;00;00;Isopleths : Isotach;;;;
W*-PIPID--;W*-PIPID-------;45;180500;00;00;Isopleths : Isodrosotherm;;;;
W*-PIPTH--;W*-PIPTH-------;45;180600;00;00;Isopleths : Thickness;;;;
W*-PIPFF--;W*-PIPFF-------;45;180700;00;00;Isopleths : Operator-Defined Freeform;;;;
W*SPGND-NC;W*SPGND-NC-----;45;190101;00;00;State of the Ground : Without Snow or Measurable Ice Cover : Surface Dry Without Cracks or Appreciable Dust or Loose Sand;;;;
W*SPGNM---;W*SPGNM--------;45;190102;00;00;State of the Ground : Without Snow or Measurable Ice Cover : Surface Moist;;;;
W*SPGNW-SW;W*SPGNW-SW-----;45;190103;00;00;State of the Ground : Without Snow or Measurable Ice Cover : Surface Wet-Standing Water in Small or Large Pools;;;;
W*SPGNFL--;W*SPGNFL-------;45;190104;00;00;State of the Ground : Without Snow or Measurable Ice Cover : Surface Flooded;;;;
W*SPGNFZ--;W*SPGNFZ-------;45;190105;00;00;State of the Ground : Without Snow or Measurable Ice Cover : Surface Frozen;;;;
W*SPGNG-TI;W*SPGNG-TI-----;45;190106;00;00;State of the Ground : Without Snow or Measurable Ice Cover : Glaze (Thin Ice) on Ground;;;;
W*SPGNLDN-;W*SPGNLDN------;45;190107;00;00;State of the Ground : Without Snow or Measurable Ice Cover : Loose Dry Dust or Sand not Covering Ground Completely;;;;
W*SPGNLDTC;W*SPGNLDTC-----;45;190108;00;00;State of the Ground : Without Snow or Measurable Ice Cover : Thin Loose Dry Dust or Sand Covering Ground Completely;;;;
W*SPGNLDMC;W*SPGNLDMC-----;45;190109;00;00;State of the Ground : Without Snow or Measurable Ice Cover : Moderate/Thick Loose Dry Dust or Sand Covering Ground Completely;;;;
W*SPGNDEWC;W*SPGNDEWC-----;45;190110;00;00;State of the Ground : Without Snow or Measurable Ice Cover : Extremely Dry with Cracks;;;;
W*SPGSI---;W*SPGSI--------;45;190201;00;00;State of the Ground : With Snow or Measurable Ice Cover : Predominately Ice Covered;;;;
W*SPGSSCL-;W*SPGSSCL------;45;190202;00;00;State of the Ground : With Snow or Measurable Ice Cover : Compact or Wet Snow (with or without Ice) Covering Less Than One-Half of Ground;;;;
W*SPGSSCH-;W*SPGSSCH------;45;190203;00;00;State of the Ground : With Snow or Measurable Ice Cover : Compact or Wet Snow (with or without Ice) Covering  at Least One-Half of Ground-but Ground not Completely Covered;;;;
W*SPGSSCCE;W*SPGSSCCE-----;45;190204;00;00;State of the Ground : With Snow or Measurable Ice Cover : Even Layer of Compact or Wet Snow Covering Ground Completely;;;;
W*SPGSSCCU;W*SPGSSCCU-----;45;190205;00;00;State of the Ground : With Snow or Measurable Ice Cover : Uneven Layer of Compact or Wet Snow Covering Ground Completely;;;;
W*SPGSSLL-;W*SPGSSLL------;45;190206;00;00;State of the Ground : With Snow or Measurable Ice Cover : Loose Dry Snow Covering Less Than One-Half of Ground;;;;
W*SPGSSLH-;W*SPGSSLH------;45;190207;00;00;State of the Ground : With Snow or Measurable Ice Cover : Loose Dry Snow Covering at Least One-Half of Ground-but Ground not Completely Covered;;;;
W*SPGSSLCE;W*SPGSSLCE-----;45;190208;00;00;State of the Ground : With Snow or Measurable Ice Cover : Even Layer of Loose Dry Snow Covering Ground Completely;;;;
W*SPGSSLCU;W*SPGSSLCU-----;45;190209;00;00;State of the Ground : With Snow or Measurable Ice Cover : Uneven Layer of Loose Dry Snow Covering Ground Completely;;;;
W*SPGSSDC-;W*SPGSSDC------;45;190210;00;00;State of the Ground : With Snow or Measurable Ice Cover : Snow Covering Ground Completely-Deep Drifts;;;;
W*SPIML---;W*SPIML--------;45;130301;00;00;Icing : Mixed Icing : Light;;;;
W*SPIRM---;W*SPIRM--------;45;130302;00;00;Icing : Mixed Icing : Moderate;;;;
W*SPIRS---;W*SPIRS--------;45;130303;00;00;Icing : Mixed Icing : Severe;;;;
W*SPIBG---;W*SPIBG--------;46;110103;00;00;Ice Systems : Icebergs : General;;;;
W*SPIB----;W*SPIB---------;46;110103;00;00;Ice Systems : Icebergs : General;;;;
W*SPIBM---;W*SPIBM--------;46;110101;00;00;Ice Systems : Icebergs : Many Icebergs;;;;
W*SPIBBS--;W*SPIBBS-------;46;110102;00;00;Ice Systems : Icebergs : Belts and Strips;;;;
W*SPIBMG--;W*SPIBMG-------;46;110104;00;00;Ice Systems : Icebergs : Many Icebergs - General;;;;
W*SPIBBB--;W*SPIBBB-------;46;110105;00;00;Ice Systems : Icebergs : Bergy Bit;;;;
W*SPIBBBM-;W*SPIBBBM------;46;110106;00;00;Ice Systems : Icebergs : Many Bergy Bits;;;;
W*SPIBGL--;W*SPIBGL-------;46;110107;00;00;Ice Systems : Icebergs : Growler;;;;
W*SPIBGLM-;W*SPIBGLM------;46;110108;00;00;Ice Systems : Icebergs : Many Growlers;;;;
W*SPIBF---;W*SPIBF--------;46;110109;00;00;Ice Systems : Icebergs : Floeberg;;;;
W*SPIBII--;W*SPIBII-------;46;110110;00;00;Ice Systems : Icebergs : Ice Island;;;;
W*SPICWB--;W*SPICWB-------;46;110201;00;00;Ice Systems : Ice Concentration : Bergy Water;;;;
W*SPICWR--;W*SPICWR-------;46;110202;00;00;Ice Systems : Ice Concentration : Water with Radar Targets;;;;
W*SPICIF--;W*SPICIF-------;46;110203;00;00;Ice Systems : Ice Concentration : Ice Free;;;;
W*SPIDC---;W*SPIDC--------;46;110301;00;00;Ice Systems : Dynamic Processes : Convergence;;;;
W*SPIDD---;W*SPIDD--------;46;110302;00;00;Ice Systems : Dynamic Processes : Divergence;;;;
W*SPIDS---;W*SPIDS--------;46;110303;00;00;Ice Systems : Dynamic Processes : Shearing or Shear Zone;;;;
W*-PIDID--;W*-PIDID-------;46;110304;00;00;Ice Systems : Dynamic Processes : Ice Drift (Direction);;;;
W*SPII----;W*SPII---------;46;110400;00;00;Ice Systems : Sea Ice;;;;
W*SPIITM--;W*SPIITM-------;46;110401;00;00;Ice Systems : Sea Ice : Ice Thickness (Observed);;;;
W*SPIITE--;W*SPIITE-------;46;110402;00;00;Ice Systems : Sea Ice : Ice Thickness (Estimated);;;;
W*SPIIP---;W*SPIIP--------;46;110403;00;00;Ice Systems : Sea Ice : Melt Puddles or Flooded Ice;;;;
W*-PILOV--;W*-PILOV-------;46;110501;00;00;Ice Systems : Limits : Limits of Visual Observation;;;;
W*-PILUC--;W*-PILUC-------;46;110502;00;00;Ice Systems : Limits : Limits of Under Cast;;;;
W*-PILOR--;W*-PILOR-------;46;110503;00;00;Ice Systems : Limits : Limits of Radar Observation;;;;
W*-PILIEO-;W*-PILIEO------;46;110504;00;00;Ice Systems : Limits : Observed Ice Edge or Boundary;;;;
W*-PILIEE-;W*-PILIEE------;46;110505;00;00;Ice Systems : Limits : Estimated Ice Edge or Boundary;;;;
W*-PILIER-;W*-PILIER------;46;110506;00;00;Ice Systems : Limits : Ice Edge or Boundary From Radar;;;;
W*-PIOC---;W*-PIOC--------;46;110601;00;00;Ice Systems : Openings in the Ice : Cracks;;;;
W*-PIOCS--;W*-PIOCS-------;46;110602;00;00;Ice Systems : Openings in the Ice : Cracks at a Specific Location;;;;
W*-PIOL---;W*-PIOL--------;46;110603;00;00;Ice Systems : Openings in the Ice : Lead;;;;
W*-PIOLF--;W*-PIOLF-------;46;110604;00;00;Ice Systems : Openings in the Ice : Frozen Lead;;;;
W*SPISC---;W*SPISC--------;46;110700;00;00;Ice Systems : Snow Cover;;;;
W*SPISS---;W*SPISS--------;46;110701;00;00;Ice Systems : Snow Cover : Sastrugi (with Orientation);;;;
W*SPITRH--;W*SPITRH-------;46;110801;00;00;Ice Systems : Topographical Features : Ridges or Hummocks;;;;
W*SPITR---;W*SPITR--------;46;110802;00;00;Ice Systems : Topographical Features : Rafting;;;;
W*SPITBB--;W*SPITBB-------;46;110803;00;00;Ice Systems : Topographical Features : Jammed Brash Barrier;;;;
W*SPHDS---;W*SPHDS--------;46;120101;00;00;Hydrography : Depth : Soundings;;;;
W*-PHDDL--;W*-PHDDL-------;46;120102;00;00;Hydrography : Depth : Depth Curve;;;;
W*-PHDDC--;W*-PHDDC-------;46;120103;00;00;Hydrography : Depth : Depth Contour;;;;
W*-PHDDA--;W*-PHDDA-------;46;120104;00;00;Hydrography : Depth : Depth Area;;;;
W*-PHCC---;W*-PHCC--------;46;120201;00;00;Hydrography : Coastal Hydrography : Coastline;;;;
W*-PHCI---;W*-PHCI--------;46;120202;00;00;Hydrography : Coastal Hydrography : Island;;;;
W*-PHCB---;W*-PHCB--------;46;120203;00;00;Hydrography : Coastal Hydrography : Beach;;;;
W*-PHCW---;W*-PHCW--------;46;120204;00;00;Hydrography : Coastal Hydrography : Water;;;;
W*-PHCF---;W*-PHCF--------;46;120205;00;00;Hydrography : Coastal Hydrography : Foreshore - Line;;;;
W*-PHCF---;W*-PHCF--------;46;120206;00;00;Hydrography : Coastal Hydrography : Foreshore - Area;;;;
W*SPHPB-O-;W*SPHPB-O------;46;120302;00;00;Hydrography : Ports and Harbors : Berths (Onshore);;;;
W*SPHPB-A-;W*SPHPB-A------;46;120303;00;00;Hydrography : Ports and Harbors : Berths (Anchor);;;;
