APP6-C-Domain;APP6-C-FullPath;APP6-NAME;APP6-NAME-FR;APP6-C-HIERARCHY-NAME;APP6-C-HIERARCHY;APP6-B-SIDC;APP6-C-SIDC;APP6-D-SIDC;APP6-D-Domain;APP6-D-Entity;APP6-D-EntityType;APP6-D-EntitySubtype
TACTICAL-GRAPHICS;;CONCERTINA;;TACGRP.MOBSU.OBST.WREOBS.CCTA;;G*M*OWC---;G*M*OWC---;10032500002903080000;CONTROL MEASURES;Protection Lines;Wire Obstacles;Double Strand Concertina
TACTICAL-GRAPHICS;;DOUBLE STRAND CONCERTINA;;TACGRP.MOBSU.OBST.WREOBS.CCTA.DBLSTD;;G*M*OWCD--;G*M*OWCD--;10032500002903080000;CONTROL MEASURES;Protection Lines;Wire Obstacles;Double Strand Concertina
TACTICAL-GRAPHICS;;SINGLE CONCERTINA;;TACGRP.MOBSU.OBST.WREOBS.CCTA.SNG;;G*M*OWCS--;G*M*OWCS--;10032500002903070000;CONTROL MEASURES;Protection Lines;Wire Obstacles;Single Concertina
TACTICAL-GRAPHICS;;TRIPLE STRAND CONCERTINA;;TACGRP.MOBSU.OBST.WREOBS.CCTA.TRISTD;;G*M*OWCT--;G*M*OWCT--;10032500002903090000;CONTROL MEASURES;Protection Lines;Wire Obstacles;Triple Strand Concertina
TACTICAL-GRAPHICS;;DOUBLE FENCE;;TACGRP.MOBSU.OBST.WREOBS.DBLFNC;;G*M*OWD---;G*M*OWD---;10032500002903030000;CONTROL MEASURES;Protection Lines;Wire Obstacles;Double Fence Wire
TACTICAL-GRAPHICS;;HIGH WIRE FENCE;;TACGRP.MOBSU.OBST.WREOBS.HWFNC;;G*M*OWH---;G*M*OWH---;10032500002903060000;CONTROL MEASURES;Protection Lines;Wire Obstacles;High Wire Fence
TACTICAL-GRAPHICS;;LOW WIRE FENCE;;TACGRP.MOBSU.OBST.WREOBS.LWFNC;;G*M*OWL---;G*M*OWL---;10032500002903050000;CONTROL MEASURES;Protection Lines;Wire Obstacles;Low Wire Fence
TACTICAL-GRAPHICS;;SINGLE FENCE;;TACGRP.MOBSU.OBST.WREOBS.SNGFNC;;G*M*OWS---;G*M*OWS---;10032500002903020000;CONTROL MEASURES;Protection Lines;Wire Obstacles;Single Fence Wire
TACTICAL-GRAPHICS;;UNSPECIFIED;;TACGRP.MOBSU.OBST.WREOBS.USP;;G*M*OWU---;G*M*OWU---;10032500002903010000;CONTROL MEASURES;Protection Lines;Wire Obstacles;Unspecified Wire
TACTICAL-GRAPHICS;;SURVIVABILITY;;TACGRP.MOBSU.SU;;G*M*S-----;G*M*S-----;10032500002809000000;CONTROL MEASURES;Protection Points;Shelter;
TACTICAL-GRAPHICS;;FORTIFIED LINE;;TACGRP.MOBSU.SU.FTFDLN;;G*M*SL----;G*M*SL----;10032500002909000000;CONTROL MEASURES;Protection Lines;Fortified Line;
TACTICAL-GRAPHICS;;STRONG POINT;;TACGRP.MOBSU.SU.STRGPT;;G*M*SP----;G*M*SP----;10032500001512030000;CONTROL MEASURES;Maneuver Areas;Battle Position;Strong Point
TACTICAL-GRAPHICS;;FOXHOLE, EMPLACEMENT OR WEAPON SITE;;TACGRP.MOBSU.SU.FEWS;;G*M*SW----;G*M*SW----;10032500002910000000;CONTROL MEASURES;Protection Lines;Fighting Position;
TACTICAL-GRAPHICS;;OTHER;;TACGRP.OTH;;G*O*------;G*O*------;;;;;
TACTICAL-GRAPHICS;;BEARING LINE;;TACGRP.OTH.BERLNE;;G*O*B-----;G*O*B-----;10032500002201000000;CONTROL MEASURES;Maritime Control Lines;Bearing Line;
TACTICAL-GRAPHICS;;ELECTRONIC;;TACGRP.OTH.BERLNE.ELC;;G*O*BE----;G*O*BE----;10032500002201010000;CONTROL MEASURES;Maritime Control Lines;Bearing Line;Electronic
TACTICAL-GRAPHICS;;ELECTRO-OPTICAL INTERCEPT;;TACGRP.OTH.BERLNE.EOPI;;G*O*BO----;G*O*BO----;10032500002201060000;CONTROL MEASURES;Maritime Control Lines;Bearing Line;Electro-Optical Intercept
TACTICAL-GRAPHICS;;EMERGENCY;;TACGRP.OTH.ER;;G*O*E-----;G*O*E-----;10032500002181000000;CONTROL MEASURES;Maritime Control Points;Ditched Aircraft/Downed Aircraft;
TACTICAL-GRAPHICS;;DITCHED AIRCRAFT;;TACGRP.OTH.ER.DTHAC;;G*O*ED----;G*O*ED----;10032500002181000000;CONTROL MEASURES;Maritime Control Points;Ditched Aircraft/Downed Aircraft;
TACTICAL-GRAPHICS;;PERSON IN WATER;;TACGRP.OTH.ER.PIW;;G*O*EP----;G*O*EP----;10032500002182000000;CONTROL MEASURES;Maritime Control Points;Person in Water/Bailout;
TACTICAL-GRAPHICS;;DISTRESSED VESSEL;;TACGRP.OTH.ER.DSTVES;;G*O*EV----;G*O*EV----;10032500002180000000;CONTROL MEASURES;Maritime Control Points;Distressed Vessel;
TACTICAL-GRAPHICS;;FIX;;TACGRP.OTH.FIX;;G*O*F-----;G*O*F-----;10032500002123000000;CONTROL MEASURES;Maritime Control Points;Acoustic Fix;
TACTICAL-GRAPHICS;;HAZARD;;TACGRP.OTH.HAZ;;G*O*H-----;G*O*H-----;10032500002183000000;CONTROL MEASURES;Maritime Control Points;Iceberg;
TACTICAL-GRAPHICS;;ICEBERG;;TACGRP.OTH.HAZ.IB;;G*O*HI----;G*O*HI----;10032500002183000000;CONTROL MEASURES;Maritime Control Points;Iceberg;
TACTICAL-GRAPHICS;;SEA MINE-LIKE;;TACGRP.OTH.HAZ.SML;;G*O*HM----;G*O*HM----;10032500002186000000;CONTROL MEASURES;Maritime Control Points;Sea Mine–Like;
TACTICAL-GRAPHICS;;NAVIGATIONAL;;TACGRP.OTH.HAZ.NVGL;;G*O*HN----;G*O*HN----;10032500002184000000;CONTROL MEASURES;Maritime Control Points;Navigational;
TACTICAL-GRAPHICS;;OIL RIG;;TACGRP.OTH.HAZ.OLRG;;G*O*HO----;G*O*HO----;10032500002185000000;CONTROL MEASURES;Maritime Control Points;Oil Rig;
TACTICAL-GRAPHICS;;SEA SUBSURFACE RETURNS;;TACGRP.OTH.SSUBSR;;G*O*S-----;G*O*S-----;10032500002187000000;CONTROL MEASURES;Maritime Control Points;Bottom Return/Non-Mine, Mine-Like Bottom Object (NOMBO);
TACTICAL-GRAPHICS;;BOTTOM RETURN/NON-MILCO;;TACGRP.OTH.SSUBSR.BTMRTN;;G*O*SB----;G*O*SB----;10032500002187000000;CONTROL MEASURES;Maritime Control Points;Bottom Return/Non-Mine, Mine-Like Bottom Object (NOMBO);
TACTICAL-GRAPHICS;;INSTALLATION/MANMADE;;TACGRP.OTH.SSUBSR.BTMRTN.INS;;G*O*SBM---;G*O*SBM---;10032500002188000000;CONTROL MEASURES;Maritime Control Points;Bottom Return/Non-Mine, Mine-Like Bottom Object (NOMBO)/Installation Manmade;
TACTICAL-GRAPHICS;;SEABED ROCK/STONE, OBSTACLE, OTHER;;TACGRP.OTH.SSUBSR.BTMRTN.SBRSOO;;G*O*SBN---;G*O*SBN---;10032500002187000000;CONTROL MEASURES;Maritime Control Points;Bottom Return/Non-Mine, Mine-Like Bottom Object (NOMBO);
TACTICAL-GRAPHICS;;WRECK, NON DANGEROUS;;TACGRP.OTH.SSUBSR.BTMRTN.WRKND;;G*O*SBW---;G*O*SBW---;10032500002192000000;CONTROL MEASURES;Maritime Control Points;Bottom Return/Non-Mine, Mine-Like Bottom Object (NOMBO)/Installation Manmade;Bottom Return/Non-MILCO, Wreck, Non Dangerous
TACTICAL-GRAPHICS;;WRECK, DANGEROUS;;TACGRP.OTH.SSUBSR.BTMRTN.WRKD;;;G*O*SBX---;10032500002191000000;CONTROL MEASURES;Maritime Control Points;Bottom Return/Non-Mine, Mine-Like Bottom Object (NOMBO)/Installation Manmade;Bottom Return/Non-MILCO, Wreck, Dangerous
TACTICAL-GRAPHICS;;MARINE LIFE;;TACGRP.OTH.SSUBSR.MARLFE;;G*O*SM----;G*O*SM----;10032500002189000000;CONTROL MEASURES;Maritime Control Points;Bottom Return/Non-Mine, Mine-Like Bottom Object (NOMBO)/Installation Manmade;Marine Life
TACTICAL-GRAPHICS;;SEA ANOMALY (WAKE, CURRENT, KNUCKLE);;TACGRP.OTH.SSUBSR.SA;;G*O*SS----;G*O*SS----;10032500002190000000;CONTROL MEASURES;Maritime Control Points;Bottom Return/Non-Mine, Mine-Like Bottom Object (NOMBO)/Installation Manmade;Sea Anomaly (Wake, Current, Knuckle)
TACTICAL-GRAPHICS;;DETAINEE HOLDING AREA;;TACGRP.CSS.ARA.DHA;;G*S*AD----;G*S*AD----;10032500003101000000;CONTROL MEASURES;Sustainment Areas;Detainee Holding Area;
TACTICAL-GRAPHICS;;ENEMY PRISONER OF WAR (EPW) HOLDING AREA;;TACGRP.CSS.ARA.EPWHA;;G*S*AE----;G*S*AE----;10032500003102000000;CONTROL MEASURES;Sustainment Areas;Enemy Prisoner or War Holding Area;
TACTICAL-GRAPHICS;;REFUGEE HOLDING AREA;;TACGRP.CSS.ARA.RHA;;G*S*AH----;G*S*AH----;10032500003104000000;CONTROL MEASURES;Sustainment Areas;Refugee Holding Area;
TACTICAL-GRAPHICS;;FORWARD ARMING AND REFUELING AREA (FARP);;TACGRP.CSS.ARA.FARP;;G*S*AR----;G*S*AR----;10032500003103000000;CONTROL MEASURES;Sustainment Areas;Forward Arming and Refueling Point;
TACTICAL-GRAPHICS;;SUPPORT AREAS;;TACGRP.CSS.ARA.SUPARS;;G*S*AS----;G*S*AS----;10032500003106000000;CONTROL MEASURES;Sustainment Areas;Brigade Support Area;
TACTICAL-GRAPHICS;;BRIGADE (BSA);;TACGRP.CSS.ARA.SUPARS.BSA;;G*S*ASB---;G*S*ASB---;10032500003106000000;CONTROL MEASURES;Sustainment Areas;Brigade Support Area;
TACTICAL-GRAPHICS;;DIVISION (DSA);;TACGRP.CSS.ARA.SUPARS.DSA;;G*S*ASD---;G*S*ASD---;10032500003107000000;CONTROL MEASURES;Sustainment Areas;Division Support Area;
TACTICAL-GRAPHICS;;REGIMENTAL (RSA);;TACGRP.CSS.ARA.SUPARS.RSA;;G*S*ASR---;G*S*ASR---;10032500003105000000;CONTROL MEASURES;Sustainment Areas;Regimental Support Area;
TACTICAL-GRAPHICS;;LINES;;TACGRP.CSS.LNE;;G*S*L-----;G*S*L-----;10032500003302000000;CONTROL MEASURES;Sustainment Lines;Halted Convoy;
TACTICAL-GRAPHICS;;CONVOYS;;TACGRP.CSS.LNE.CNY;;G*S*LC----;G*S*LC----;10032500003302000000;CONTROL MEASURES;Sustainment Lines;Halted Convoy;
TACTICAL-GRAPHICS;;HALTED CONVOY;;TACGRP.CSS.LNE.CNY.HCNY;;G*S*LCH---;G*S*LCH---;10032500003302000000;CONTROL MEASURES;Sustainment Lines;Halted Convoy;
TACTICAL-GRAPHICS;;MOVING CONVOY;;TACGRP.CSS.LNE.CNY.MCNY;;G*S*LCM---;G*S*LCM---;10032500003301000000;CONTROL MEASURES;Sustainment Lines;Moving Convoy;
TACTICAL-GRAPHICS;;SUPPLY ROUTES;;TACGRP.CSS.LNE.SLPRUT;;G*S*LR----;G*S*LR----;10032500003304000000;CONTROL MEASURES;Sustainment Lines;Alternate Supply Route;
TACTICAL-GRAPHICS;;ALTERNATE SUPPLY ROUTE;;TACGRP.CSS.LNE.SLPRUT.ASRUT;;G*S*LRA---;G*S*LRA---;10032500003304000000;CONTROL MEASURES;Sustainment Lines;Alternate Supply Route;
TACTICAL-GRAPHICS;;MAIN SUPPLY ROUTE;;TACGRP.CSS.LNE.SLPRUT.MSRUT;;G*S*LRM---;G*S*LRM---;10032500003303000000;CONTROL MEASURES;Sustainment Lines;Main Supply Route;
TACTICAL-GRAPHICS;;ONE-WAY TRAFFIC;;TACGRP.CSS.LNE.SLPRUT.1WTRFF;;G*S*LRO---;G*S*LRO---;10032500003303010000;CONTROL MEASURES;Sustainment Lines;Main Supply Route;One Way Traffic
TACTICAL-GRAPHICS;;ALTERNATING TRAFFIC;;TACGRP.CSS.LNE.SLPRUT.ATRFF;;G*S*LRT---;G*S*LRT---;10032500003304010000;CONTROL MEASURES;Sustainment Lines;Alternate Supply Route;One Way Traffic
TACTICAL-GRAPHICS;;TWO-WAY TRAFFIC;;TACGRP.CSS.LNE.SLPRUT.2WTRFF;;G*S*LRW---;G*S*LRW---;10032500003303020000;CONTROL MEASURES;Sustainment Lines;Main Supply Route;Two Way Traffic
TACTICAL-GRAPHICS;;POINTS;;TACGRP.CSS.PNT;;G*S*P-----;G*S*P-----;10032500003202000000;CONTROL MEASURES;Sustainment Points;Ammunition Supply Point;
TACTICAL-GRAPHICS;;AMMUNITION POINTS;;TACGRP.CSS.PNT.AP;;G*S*PA----;G*S*PA----;10032500003202000000;CONTROL MEASURES;Sustainment Points;Ammunition Supply Point;
EMERGENCY-MANAGEMENT;;TRAFFIC CONTROL POINT;;EMS.INFSTR.TSP.TCP;;G*S*PO----;G*S*PO----;10032500003214000000;CONTROL MEASURES;Sustainment Points;Traffic Control Post (TCP);
TACTICAL-GRAPHICS;;REARM, REFUEL AND RESUPPLY POINT;;TACGRP.CSS.PNT.RRRP;;G*S*PR----;G*S*PR----;10032500003212000000;CONTROL MEASURES;Sustainment Points;Rearm, Refuel and Resupply Point (R3P);
TACTICAL-GRAPHICS;;SUPPLY POINTS;;TACGRP.CSS.PNT.SPT;;G*S*PS----;G*S*PS----;10032500003217070000;CONTROL MEASURES;Sustainment Points;General Supply Point;US Class I Supply Point
TACTICAL-GRAPHICS;;TASKS;;TACGRP.TSK;;G*T*------;G*T*------;;;;;
TACTICAL-GRAPHICS;;FOLLOW AND ASSUME;;TACGRP.TSK.FLWASS;;G*T*A-----;G*T*A-----;10032500003412000000;CONTROL MEASURES;Mission Tasks;Follow and Assume;
TACTICAL-GRAPHICS;;FOLLOW AND SUPPORT;;TACGRP.TSK.FLWASS.FLWSUP;;G*T*AS----;G*T*AS----;10032500003413000000;CONTROL MEASURES;Mission Tasks;Follow and Support;
TACTICAL-GRAPHICS;;BLOCK;;TACGRP.TSK.BLK;;G*T*B-----;G*T*B-----;10032500003401000000;CONTROL MEASURES;Mission Tasks;Block;
TACTICAL-GRAPHICS;;CANALIZE;;TACGRP.TSK.CNZ;;G*T*C-----;G*T*C-----;10032500003404000000;CONTROL MEASURES;Mission Tasks;Canalize;
TACTICAL-GRAPHICS;;ISOLATE;;TACGRP.TSK.ISL;;G*T*E-----;G*T*E-----;10032500003415000000;CONTROL MEASURES;Mission Tasks;Isolate;
TACTICAL-GRAPHICS;;FIX;;TACGRP.TSK.FIX;;G*T*F-----;G*T*F-----;10032500003411000000;CONTROL MEASURES;Mission Tasks;Fix;
TACTICAL-GRAPHICS;;BREACH;;TACGRP.TSK.BRH;;G*T*H-----;G*T*H-----;10032500003402000000;CONTROL MEASURES;Mission Tasks;Breach;
TACTICAL-GRAPHICS;;CONTAIN;;TACGRP.TSK.CNT;;G*T*J-----;G*T*J-----;10032500001512040000;CONTROL MEASURES;Maneuver Areas;Battle Position;Contain
TACTICAL-GRAPHICS;;COUNTERATTACK (CATK);;TACGRP.TSK.CATK;;G*T*K-----;G*T*K-----;10032500003406000000;CONTROL MEASURES;Mission Tasks;Counterattack;
TACTICAL-GRAPHICS;;COUNTERATTACK BY FIRE;;TACGRP.TSK.CATK.CATKF;;G*T*KF----;G*T*KF----;10032500003407000000;CONTROL MEASURES;Mission Tasks;Counterattack by Fire;
TACTICAL-GRAPHICS;;DELAY;;TACGRP.TSK.DLY;;G*T*L-----;G*T*L-----;10032500003408000000;CONTROL MEASURES;Mission Tasks;Delay;
TACTICAL-GRAPHICS;;RETIREMENT;;TACGRP.TSK.RTM;;G*T*M-----;G*T*M-----;10032500003420000000;CONTROL MEASURES;Mission Tasks;Retire/Retirement;
TACTICAL-GRAPHICS;;OCCUPY;;TACGRP.TSK.OCC;;G*T*O-----;G*T*O-----;10032500003417000000;CONTROL MEASURES;Mission Tasks;Occupy;
TACTICAL-GRAPHICS;;PENETRATE;;TACGRP.TSK.PNE;;G*T*P-----;G*T*P-----;10032500003418000000;CONTROL MEASURES;Mission Tasks;Penetrate;
TACTICAL-GRAPHICS;;RETAIN;;TACGRP.TSK.RTN;;G*T*Q-----;G*T*Q-----;10032500001512050000;CONTROL MEASURES;Maneuver Areas;Battle Position;Retain
TACTICAL-GRAPHICS;;RELIEF IN PLACE (RIP);;TACGRP.TSK.RIP;;G*T*R-----;G*T*R-----;10032500003419000000;CONTROL MEASURES;Mission Tasks;Relief in Place (RIP);
TACTICAL-GRAPHICS;;SECURE;;TACGRP.TSK.SCE;;G*T*S-----;G*T*S-----;10032500003421000000;CONTROL MEASURES;Mission Tasks;Secure;
TACTICAL-GRAPHICS;;DISRUPT;;TACGRP.TSK.DRT;;G*T*T-----;G*T*T-----;10032500003410000000;CONTROL MEASURES;Mission Tasks;Disrupt;
TACTICAL-GRAPHICS;;COVER;;TACGRP.TSK.SEC.COV;;G*T*UC----;G*T*UC----;10032500003422010000;CONTROL MEASURES;Mission Tasks;Security;Cover
TACTICAL-GRAPHICS;;GUARD;;TACGRP.TSK.SEC.GUD;;G*T*UG----;G*T*UG----;10032500003422020000;CONTROL MEASURES;Mission Tasks;Security;Guard
TACTICAL-GRAPHICS;;SCREEN;;TACGRP.TSK.SEC.SCN;;G*T*US----;G*T*US----;10032500003422030000;CONTROL MEASURES;Mission Tasks;Security;Screen
TACTICAL-GRAPHICS;;WITHDRAW;;TACGRP.TSK.WDR;;G*T*W-----;G*T*W-----;10032500003424000000;CONTROL MEASURES;Mission Tasks;Withdraw;
TACTICAL-GRAPHICS;;WITHDRAW UNDER PRESSURE;;TACGRP.TSK.WDR.WDRUP;;G*T*WP----;G*T*WP----;10032500003425000000;CONTROL MEASURES;Mission Tasks;Withdraw Under Pressure;
TACTICAL-GRAPHICS;;CLEAR;;TACGRP.TSK.CLR;;G*T*X-----;G*T*X-----;10032500003405000000;CONTROL MEASURES;Mission Tasks;Clear;
TACTICAL-GRAPHICS;;BYPASS;;TACGRP.TSK.BYS;;G*T*Y-----;G*T*Y-----;10032500003403000000;CONTROL MEASURES;Mission Tasks;Bypass;
TACTICAL-GRAPHICS;;SEIZE;;TACGRP.TSK.SZE;;G*T*Z-----;G*T*Z-----;10032500003423000000;CONTROL MEASURES;Mission Tasks;Seize;
TACTICAL-GRAPHICS;;SECURITY;;TACGRP.TSK.SEC;;G-T*U-----;G-T*U-----;10032500003422010000;CONTROL MEASURES;Mission Tasks;Security;Cover
SIGNALS-INTELLIGENCE;;SIGNAL INTERCEPT;;SIGINT.AIRTRK.SIGINC;;I*A*S-----;I*A*S-----;10035100001101000000;SIGNALS INTELLIGENCE - AIR;Military;Submarine;
SIGNALS-INTELLIGENCE;;CELLULAR/MOBILE ;;SIGINT.AIRTRK.SIGINC.COMM.CELL;;I*A*SCC---;I*A*SCC---;10035100001101000000;SIGNALS INTELLIGENCE - AIR;Military;Submarine;
SIGNALS-INTELLIGENCE;;OMNI-LINE OF SIGHT (LOS) ;;SIGINT.AIRTRK.SIGINC.COMM.OLOS;;I*A*SCO---;I*A*SCO---;10035100001101004700;SIGNALS INTELLIGENCE - AIR;Military;Submarine;
SIGNALS-INTELLIGENCE;;POINT-TO-POINT LINE OF SIGHT (LOS) ;;SIGINT.AIRTRK.SIGINC.COMM.PTPLOS;;I*A*SCP---;I*A*SCP---;10035100001101004900;SIGNALS INTELLIGENCE - AIR;Military;Submarine;
SIGNALS-INTELLIGENCE;;SATELLITE UPLINK ;;SIGINT.AIRTRK.SIGINC.COMM.SATUL;;I*A*SCS---;I*A*SCS---;10035100001101005700;SIGNALS INTELLIGENCE - AIR;Military;Submarine;
SIGNALS-INTELLIGENCE;;AIRBORNE INTERCEPT ;;SIGINT.AIRTRK.SIGINC.RAD.ABNINC;;I*A*SRAI--;I*A*SRAI--;10035100001103000300;SIGNALS INTELLIGENCE - AIR;Military;Nonsubmarine;
SIGNALS-INTELLIGENCE;;AIRBORNE SEARCH & BOMBING ;;SIGINT.AIRTRK.SIGINC.RAD.ABNSB;;I*A*SRAS--;I*A*SRAS--;10035100001103000200;SIGNALS INTELLIGENCE - AIR;Military;Nonsubmarine;
SIGNALS-INTELLIGENCE;;CONTROLLED INTERCEPT ;;SIGINT.AIRTRK.SIGINC.RAD.CTDINC;;I*A*SRC---;I*A*SRC---;10035100001103001000;SIGNALS INTELLIGENCE - AIR;Military;Nonsubmarine;
SIGNALS-INTELLIGENCE;;DATA TRANSMISSION ;;SIGINT.AIRTRK.SIGINC.RAD.DATTMN;;I*A*SRD---;I*A*SRD---;10035100001103001400;SIGNALS INTELLIGENCE - AIR;Military;Nonsubmarine;
SIGNALS-INTELLIGENCE;;EARLY WARNING ;;SIGINT.AIRTRK.SIGINC.RAD.EW;;I*A*SRE---;I*A*SRE---;10035100001103001600;SIGNALS INTELLIGENCE - AIR;Military;Nonsubmarine;
SIGNALS-INTELLIGENCE;;FIRE CONTROL ;;SIGINT.AIRTRK.SIGINC.RAD.FIRCTL;;I*A*SRF---;I*A*SRF---;10035100001103001700;SIGNALS INTELLIGENCE - AIR;Military;Nonsubmarine;
SIGNALS-INTELLIGENCE;;IFF (TRANSPONDER) ;;SIGINT.AIRTRK.SIGINC.RAD.IFF;;I*A*SRI---;I*A*SRI---;10035100001103002400;SIGNALS INTELLIGENCE - AIR;Military;Nonsubmarine;
SIGNALS-INTELLIGENCE;;MISSILE ACQUISITION ;;SIGINT.AIRTRK.SIGINC.RAD.MSLAQ;;I*A*SRMA--;I*A*SRMA--;10035100001103003500;SIGNALS INTELLIGENCE - AIR;Military;Nonsubmarine;
SIGNALS-INTELLIGENCE;;MISSILE DOWNLINK ;;SIGINT.AIRTRK.SIGINC.RAD.MSLDL;;I*A*SRMD--;I*A*SRMD--;10035100001103003700;SIGNALS INTELLIGENCE - AIR;Military;Nonsubmarine;
SIGNALS-INTELLIGENCE;;MULTIFUNCTION ;;SIGINT.AIRTRK.SIGINC.RAD.MFN;;I*A*SRMF--;I*A*SRMF--;10035100001103003900;SIGNALS INTELLIGENCE - AIR;Military;Nonsubmarine;
SIGNALS-INTELLIGENCE;;MISSILE GUIDANCE ;;SIGINT.AIRTRK.SIGINC.RAD.MSLGDN;;I*A*SRMG--;I*A*SRMG--;10035100001103004000;SIGNALS INTELLIGENCE - AIR;Military;Nonsubmarine;
SIGNALS-INTELLIGENCE;;MISSILE TRACKING ;;SIGINT.AIRTRK.SIGINC.RAD.MSLTRK;;I*A*SRMT--;I*A*SRMT--;10035100001103004200;SIGNALS INTELLIGENCE - AIR;Military;Nonsubmarine;
SIGNALS-INTELLIGENCE;;TARGET ACQUISITION ;;SIGINT.AIRTRK.SIGINC.RAD.TGTAQ;;I*A*SRTA--;I*A*SRTA--;10035100001103005800;SIGNALS INTELLIGENCE - AIR;Military;Nonsubmarine;
SIGNALS-INTELLIGENCE;;TARGET ILLUMINATOR ;;SIGINT.AIRTRK.SIGINC.RAD.TGTILL;;I*A*SRTI--;I*A*SRTI--;10035100001103005900;SIGNALS INTELLIGENCE - AIR;Military;Nonsubmarine;
SIGNALS-INTELLIGENCE;;TARGET TRACKING ;;SIGINT.AIRTRK.SIGINC.RAD.TGTTRK;;I*A*SRTT--;I*A*SRTT--;10035100001103006100;SIGNALS INTELLIGENCE - AIR;Military;Nonsubmarine;
SIGNALS-INTELLIGENCE;;UNKNOWN ;;SIGINT.AIRTRK.SIGINC.RAD.UNK;;I*A*SRU---;I*A*SRU---;10035100001103006200;SIGNALS INTELLIGENCE - AIR;Military;Nonsubmarine;
SIGNALS-INTELLIGENCE;;SIGNAL INTERCEPT;;SIGINT.GRDTRK.SIGINC;;I*G*S-----;I*G*S-----;10035200001101001100;SIGNALS INTELLIGENCE - LAND;Military;Submarine;
SIGNALS-INTELLIGENCE;;CELLULAR/MOBILE ;;SIGINT.GRDTRK.SIGINC.COMM.CELL;;I*G*SCC---;I*G*SCC---;10035200001101001100;SIGNALS INTELLIGENCE - LAND;Military;Submarine;
SIGNALS-INTELLIGENCE;;OMNI-LINE OF SIGHT (LOS) ;;SIGINT.GRDTRK.SIGINC.COMM.OLOS;;I*G*SCO---;I*G*SCO---;10035200001101004700;SIGNALS INTELLIGENCE - LAND;Military;Submarine;
SIGNALS-INTELLIGENCE;;POINT-TO-POINT LINE OF SIGHT (LOS) ;;SIGINT.GRDTRK.SIGINC.COMM.PTPLOS;;I*G*SCP---;I*G*SCP---;10035200001101004900;SIGNALS INTELLIGENCE - LAND;Military;Submarine;
SIGNALS-INTELLIGENCE;;SATELLITE UPLINK ;;SIGINT.GRDTRK.SIGINC.COMM.SATUL;;I*G*SCS---;I*G*SCS---;10035200001101005700;SIGNALS INTELLIGENCE - LAND;Military;Submarine;
SIGNALS-INTELLIGENCE;;TROPOSPHERIC SCATTER ;;SIGINT.GRDTRK.SIGINC.COMM.TPSSCT;;I*G*SCT---;I*G*SCT---;10035200001101006000;SIGNALS INTELLIGENCE - LAND;Military;Submarine;
SIGNALS-INTELLIGENCE;;ANTIAIRCRAFT ;;SIGINT.GRDTRK.SIGINC.RAD.AA/C;;I*G*SRAA--;I*G*SRAA--;10035200001103000100;SIGNALS INTELLIGENCE - LAND;Military;Nonsubmarine;
SIGNALS-INTELLIGENCE;;AIR TRAFFIC CONTROL;;SIGINT.GRDTRK.SIGINC.RAD.ATCTL;;I*G*SRAT--;I*G*SRAT--;10035200001103000600;SIGNALS INTELLIGENCE - LAND;Military;Nonsubmarine;
SIGNALS-INTELLIGENCE;;BATTLEFIELD SURVEILLANCE ;;SIGINT.GRDTRK.SIGINC.RAD.BTFSVL;;I*G*SRB---;I*G*SRB---;10035200001103000800;SIGNALS INTELLIGENCE - LAND;Military;Nonsubmarine;
SIGNALS-INTELLIGENCE;;CONTROLLED APPROACH ;;SIGINT.GRDTRK.SIGINC.RAD.CTDAPP;;I*G*SRCA--;I*G*SRCA--;10035200001103000900;SIGNALS INTELLIGENCE - LAND;Military;Nonsubmarine;
SIGNALS-INTELLIGENCE;;COASTAL SURVEILLANCE ;;SIGINT.GRDTRK.SIGINC.RAD.CSTSVL;;I*G*SRCS--;I*G*SRCS--;10035200001103000000;SIGNALS INTELLIGENCE - LAND;Military;Nonsubmarine;
SIGNALS-INTELLIGENCE;;DATA TRANSMISSION ;;SIGINT.GRDTRK.SIGINC.RAD.DATTMN;;I*G*SRD---;I*G*SRD---;10035200001103001400;SIGNALS INTELLIGENCE - LAND;Military;Nonsubmarine;
SIGNALS-INTELLIGENCE;;EARLY WARNING ;;SIGINT.GRDTRK.SIGINC.RAD.EW;;I*G*SRE---;I*G*SRE---;10035200001103001600;SIGNALS INTELLIGENCE - LAND;Military;Nonsubmarine;
SIGNALS-INTELLIGENCE;;FIRE CONTROL ;;SIGINT.GRDTRK.SIGINC.RAD.FIRCTL;;I*G*SRF---;I*G*SRF---;10035200001103001700;SIGNALS INTELLIGENCE - LAND;Military;Nonsubmarine;
SIGNALS-INTELLIGENCE;;HEIGHT FINDING ;;SIGINT.GRDTRK.SIGINC.RAD.HGTFDG;;I*G*SRH---;I*G*SRH---;10035200001103001900;SIGNALS INTELLIGENCE - LAND;Military;Nonsubmarine;
SIGNALS-INTELLIGENCE;;IDENTIFICATION FRIEND/FOE (INTERROGATOR) ;;SIGINT.GRDTRK.SIGINC.RAD.IDFF;;I*G*SRI---;I*G*SRI---;10035200001103002100;SIGNALS INTELLIGENCE - LAND;Military;Nonsubmarine;
SIGNALS-INTELLIGENCE;;MISSILE ACQUISITION ;;SIGINT.GRDTRK.SIGINC.RAD.MSLAQ;;I*G*SRMA--;I*G*SRMA--;10035200001103003500;SIGNALS INTELLIGENCE - LAND;Military;Nonsubmarine;
